model,group,range_count,slots,bones,verts,tris,state_mask
jungle_env_treemedium01,51,1,3,2,27,13,0x07
jungle_env_treemedium01,52,1,3,2,28,12,0x07
jungle_env_treemedium01,53,1,4,2,29,13,0x07
jungle_env_treemedium01,54,1,6,2,24,12,0x07
jungle_env_treemedium01,55,1,4,2,34,16,0x07
jungle_env_treemedium01,56,1,4,2,39,19,0x07
jungle_env_treemedium01,57,1,6,3,32,16,0x07
jungle_env_treemedium01,58,1,4,2,8,4,0x07
jungle_env_treemedium01,59,1,6,2,33,15,0x07
jungle_env_treemedium01,60,1,6,3,39,19,0x07
jungle_env_treemedium01,61,1,6,2,14,6,0x07
jungle_env_treemedium01,62,1,5,2,4,2,0x07
jungle_env_treemedium01,63,1,6,3,41,19,0x07
jungle_env_treemedium01,64,1,6,3,46,22,0x07
jungle_env_treemedium01,65,1,5,2,4,2,0x07
jungle_env_treemedium01,66,1,5,2,4,2,0x07
jungle_env_treemedium01,67,1,5,2,32,14,0x07
jungle_env_treemedium01,68,1,2,2,31,15,0x07
jungle_env_treemedium01,69,1,2,2,29,13,0x07
jungle_env_treemedium01,70,1,2,2,11,5,0x07
jungle_env_treemedium01,71,1,2,2,8,4,0x07
jungle_env_treemedium01,72,1,3,3,27,13,0x07
jungle_env_treemedium01,73,1,2,2,23,11,0x07
jungle_env_treemedium01,74,1,5,2,35,17,0x07
jungle_env_treemedium01,75,1,5,3,46,22,0x07
jungle_env_treemedium01,76,1,6,2,31,15,0x07
jungle_env_treemedium01,77,1,5,2,4,2,0x07
jungle_env_treemedium01,78,1,6,3,44,22,0x07
jungle_env_treemedium01,79,1,5,2,26,12,0x07
jungle_env_treemedium01,80,1,5,3,35,17,0x07
jungle_env_treemedium01,81,1,6,2,24,12,0x07
jungle_env_treemedium01,82,1,2,2,24,12,0x07
jungle_env_treemedium01,83,1,1,1,11,5,0x07
jungle_env_treemedium01,84,1,1,1,29,13,0x07
jungle_env_treemedium01,85,1,2,2,19,9,0x07
jungle_env_treemedium01,86,1,1,1,19,9,0x07
jungle_env_treemedium01,87,1,3,2,24,12,0x07
jungle_env_treemedium01,88,1,1,1,8,4,0x07
jungle_env_treemedium01,89,1,1,1,16,8,0x07
jungle_env_treemedium01,90,1,3,2,23,11,0x07
jungle_env_treemedium01,91,1,2,2,32,16,0x07
jungle_env_treemedium01,92,1,2,2,42,18,0x07
jungle_env_treemedium01,93,1,2,2,24,12,0x07
jungle_env_treemedium01,94,1,2,2,31,15,0x07
jungle_env_treemedium01,95,1,6,2,24,12,0x07
jungle_env_treemedium01,96,1,2,2,14,6,0x07
jungle_env_treemedium01,97,1,6,2,50,24,0x07
jungle_env_treemedium01,98,1,6,2,36,18,0x07
jungle_env_treemedium01,99,1,1,1,4,2,0x07
jungle_env_treemedium01,100,1,2,2,18,8,0x07
jungle_env_treemedium01,101,1,2,2,24,12,0x07
jungle_env_treemedium01,102,1,6,3,19,9,0x07
jungle_env_treemedium01,103,1,3,2,24,12,0x07
jungle_env_treemedium01,104,1,4,3,30,14,0x07
jungle_env_treemedium01,105,1,2,2,32,16,0x07
jungle_env_treemedium01,106,1,6,2,24,12,0x07
jungle_env_treemedium01,107,1,6,2,15,7,0x07
jungle_env_treemedium01,108,1,6,2,19,9,0x07
jungle_env_treemedium01,109,1,3,2,26,12,0x07
jungle_env_treemedium01,110,1,2,2,27,13,0x07
jungle_env_treemedium01,111,1,4,2,7,3,0x07
jungle_env_treemedium01,112,1,6,3,27,13,0x07
jungle_env_treemedium01,113,1,2,2,28,14,0x07
jungle_env_treemedium01,114,1,6,2,24,12,0x07
vz_hum_soldierelite_a,0,1,4,3,159,240,0x08
vz_hum_soldierelite_a,1,2,28,10,146,167,0x08
vz_hum_soldierelite_a,2,4,47,44,230,209,0x08
civ_hum_beachfemale_b,0,1,2,2,91,55,0x08
civ_hum_beachfemale_b,1,1,6,3,61,100,0x08
civ_hum_beachfemale_b,2,1,11,9,183,199,0x08
civ_hum_beachfemale_b,3,4,45,43,317,330,0x08
0x7CB86FC9,0,1,1,1,12,6,0x08
0x7CB86FC9,1,1,6,3,84,120,0x08
0x7CB86FC9,2,1,6,3,96,148,0x08
0x7CB86FC9,3,1,6,3,110,158,0x08
0x7CB86FC9,4,1,6,3,79,118,0x08
0x7CB86FC9,5,1,6,3,77,124,0x08
0x7CB86FC9,6,1,6,3,73,116,0x08
0x7CB86FC9,7,1,6,3,96,137,0x08
0x7CB86FC9,8,1,11,9,106,117,0x08
0x7CB86FC9,9,4,47,44,173,182,0x08
0x7CB86FC9,10,2,23,13,418,542,0x08
pmc_hum_chris_v4,0,1,14,10,216,223,0x08
pmc_hum_chris_v4,1,2,30,22,124,194,0x08
pmc_hum_chris_v4,2,5,47,46,261,299,0x08
pmc_hum_chris_v4,3,1,18,9,53,44,0x08
pmc_hum_chris_v4,4,1,14,10,506,647,0x04
pmc_hum_chris_v4,5,5,47,46,549,733,0x04
pmc_hum_chris_v4,6,2,30,22,250,406,0x04
pmc_hum_chris_v4,7,1,19,12,77,78,0x04
pmc_hum_chris_v4,8,1,1,1,29,40,0x02
pmc_hum_chris_v4,9,1,1,1,30,40,0x02
pmc_hum_chris_v4,10,5,47,46,1129,1582,0x02
pmc_hum_chris_v4,11,2,30,22,498,806,0x02
pmc_hum_chris_v4,12,1,14,10,760,1069,0x02
pmc_hum_chris_v4,13,1,51,5,88,46,0x02
pmc_hum_chris_v4,14,1,19,14,177,166,0x02
pmc_hum_chris_v4,15,1,1,1,102,172,0x01
pmc_hum_chris_v4,16,1,1,1,85,156,0x01
pmc_hum_chris_v4,17,1,1,1,102,172,0x01
pmc_hum_chris_v4,18,1,1,1,85,156,0x01
pmc_hum_chris_v4,19,1,23,20,4883,14036,0x01
pmc_hum_chris_v4,20,2,30,8,923,1567,0x01
pmc_hum_chris_v4,21,1,51,5,96,52,0x01
pmc_hum_chris_v4,22,1,1,1,353,384,0x01
pmc_hum_chris_v4,23,1,14,10,1713,2512,0x01
pmc_hum_chris_v4,24,5,47,46,1902,3014,0x01
0x80F7BF4D,0,1,1,1,352,470,0x0F
0x80F7BF4D,1,1,1,1,272,382,0x0F
0x80F7BF4D,2,1,24,22,1596,3003,0x0F
0x80F7BF4D,3,1,14,8,100,118,0x0F
0x80F7BF4D,4,1,1,1,1382,1635,0x0F
0x80F7BF4D,5,1,1,1,1409,1658,0x0F
0x80F7BF4D,6,1,2,2,169,272,0x0F
0x80F7BF4D,7,1,1,1,72,85,0x0F
0x80F7BF4D,8,1,9,9,1501,2190,0x0F
0x80F7BF4D,9,4,47,45,1738,5120,0x0F
global_env_treesidewalk01,16,1,4,4,633,484,0x07
global_env_treesidewalk01,17,1,2,2,14,6,0x07
global_env_treesidewalk01,18,1,4,2,14,6,0x07
global_env_treesidewalk01,19,1,4,2,14,6,0x07
global_env_treesidewalk01,20,1,2,2,14,6,0x07
global_env_treesidewalk01,21,1,2,2,14,6,0x07
global_env_treesidewalk01,22,1,2,2,14,6,0x07
global_env_treesidewalk01,23,1,4,2,14,6,0x07
global_env_treesidewalk01,24,1,4,2,14,6,0x07
global_env_treesidewalk01,25,1,4,2,14,6,0x07
global_env_treesidewalk01,26,1,3,2,14,6,0x07
global_env_treesidewalk01,27,1,3,2,14,6,0x07
global_env_treesidewalk01,28,1,2,2,14,6,0x07
global_env_treesidewalk01,29,1,2,2,14,6,0x07
global_env_treesidewalk01,30,1,3,2,14,6,0x07
global_env_treesidewalk01,31,1,3,2,14,6,0x07
global_env_treesidewalk01,32,1,3,2,14,6,0x07
global_env_treesidewalk01,34,1,4,4,24,12,0x07
global_env_treesidewalk01,35,1,3,3,24,12,0x07
global_env_treesidewalk01,36,1,4,4,20,10,0x07
global_env_treesidewalk01,37,1,4,4,32,16,0x07
global_env_treesidewalk01,38,1,3,3,8,4,0x07
global_env_treesidewalk01,39,1,3,3,20,10,0x07
global_env_treesidewalk01,40,1,4,3,24,12,0x07
global_env_treesidewalk01,41,1,4,3,26,12,0x07
global_env_treesidewalk01,42,1,4,3,16,8,0x07
global_env_treesidewalk01,43,1,2,2,4,2,0x07
global_env_treesidewalk01,44,1,4,3,12,6,0x07
global_env_treesidewalk01,45,1,3,3,16,8,0x07
global_env_treesidewalk01,46,1,4,3,12,6,0x07
global_env_treesidewalk01,47,1,3,3,8,4,0x07
global_env_treesidewalk01,48,1,4,4,16,8,0x07
global_env_treesidewalk01,49,1,4,4,26,12,0x07
global_env_treesidewalk01,50,1,3,3,16,8,0x07
global_env_treesidewalk01,51,1,4,4,24,12,0x07
global_env_treesidewalk01,52,1,4,4,12,6,0x07
global_env_treesidewalk01,53,1,4,4,24,12,0x07
global_env_treesidewalk01,54,1,4,4,20,10,0x07
global_env_treesidewalk01,55,1,4,4,36,18,0x07
global_env_treesidewalk01,56,1,3,3,8,4,0x07
global_env_palmtreebend05,10,1,2,2,84,52,0x04
global_env_palmtreebend05,11,1,1,1,24,24,0x04
global_env_palmtreebend05,12,1,1,1,24,24,0x04
global_env_palmtreebend05,13,1,1,1,24,24,0x04
global_env_palmtreebend05,14,1,1,1,24,24,0x04
global_env_palmtreebend05,15,1,1,1,18,16,0x04
global_env_palmtreebend05,16,1,1,1,24,24,0x04
global_env_palmtreebend05,17,1,1,1,24,24,0x04
global_env_palmtreebend05,18,1,1,1,24,24,0x04
global_env_palmtreebend05,19,1,1,1,24,24,0x04
global_env_palmtreebend05,20,1,1,1,24,24,0x04
global_env_palmtreebend05,21,1,1,1,24,24,0x04
global_env_palmtreebend05,22,1,1,1,24,24,0x04
global_env_palmtreebend05,23,1,1,1,18,16,0x04
global_env_palmtreebend05,24,1,1,1,24,24,0x04
global_env_palmtreebend05,25,1,1,1,24,24,0x04
global_env_palmtreebend05,26,1,1,1,18,16,0x04
global_env_palmtreebend05,27,1,1,1,24,24,0x04
global_env_palmtreebend05,28,1,4,2,18,16,0x04
global_env_palmtreebend05,29,1,2,2,18,16,0x04
global_env_palmtreebend05,30,1,5,2,18,16,0x04
global_env_palmtreebend05,31,1,1,1,5,4,0x07
jungle_env_smallcanopy02,12,1,5,5,88,83,0x04
jungle_env_smallcanopy02,13,1,5,5,82,40,0x04
jungle_env_smallcanopy02,15,1,2,2,40,20,0x07
jungle_env_smallcanopy02,16,1,5,3,36,18,0x07
jungle_env_smallcanopy02,17,1,2,2,34,16,0x07
jungle_env_smallcanopy02,18,1,3,3,32,16,0x07
jungle_env_smallcanopy02,19,1,2,2,28,14,0x07
jungle_env_smallcanopy02,20,1,4,2,46,22,0x07
jungle_env_smallcanopy02,21,1,4,3,20,10,0x07
jungle_env_smallcanopy02,22,1,2,2,36,18,0x07
jungle_env_smallcanopy02,23,1,3,2,28,14,0x07
jungle_env_smallcanopy02,24,1,3,2,24,12,0x07
jungle_env_smallcanopy02,25,1,3,2,20,10,0x07
jungle_env_smallcanopy02,26,1,4,2,30,14,0x07
jungle_env_smallcanopy02,27,1,3,2,32,16,0x07
0x8BC154D7,0,4,45,44,177,185,0x08
0x8BC154D7,1,4,45,43,259,208,0x08
0x8BC154D7,2,1,10,10,150,160,0x08
0x8BC154D7,3,1,10,10,221,160,0x08
0x8BC154D7,4,1,4,3,125,218,0x08
0x8BC154D7,5,1,4,3,135,216,0x08
0x8BC154D7,6,2,21,8,524,698,0x08
0x8BC154D7,7,1,4,3,144,212,0x08
0x8BC154D7,8,1,4,3,148,212,0x08
gr_hum_starter_3,0,1,18,10,222,348,0x0F
gr_hum_starter_3,1,2,28,13,759,900,0x0F
gr_hum_starter_3,2,2,28,22,1889,3472,0x0F
gr_hum_starter_3,3,2,28,8,121,174,0x0F
gr_hum_starter_3,4,1,16,5,102,120,0x0F
gr_hum_starter_3,5,1,11,9,1068,1750,0x0F
gr_hum_starter_3,6,4,45,44,1301,4276,0x0F
gr_hum_starter_3,7,2,28,15,81,108,0x0F
gr_hum_starter_3,8,1,1,1,310,309,0x0F
gr_hum_starter_3,9,1,1,1,250,235,0x0F
gr_hum_starter_3,10,1,2,2,79,116,0x0F
pr_hum_starter05,0,1,12,10,130,128,0x08
pr_hum_starter05,1,7,48,47,230,235,0x08
pr_hum_starter05,2,2,28,10,145,220,0x08
civ_hum_journalist_a,0,2,28,5,112,130,0x08
civ_hum_journalist_a,1,1,12,10,195,168,0x08
civ_hum_journalist_a,2,6,44,41,334,253,0x08
civ_hum_doctorfemale,0,1,12,10,143,163,0x08
civ_hum_doctorfemale,1,7,48,47,206,210,0x08
civ_hum_doctorfemale,2,2,28,5,95,134,0x08
civ_hum_beachfemale_d,0,1,6,3,83,130,0x08
civ_hum_beachfemale_d,1,1,11,9,166,178,0x08
civ_hum_beachfemale_d,2,2,56,42,281,289,0x08
0x949187D0,0,1,4,3,117,203,0x08
0x949187D0,1,1,4,3,116,204,0x08
0x949187D0,2,1,4,3,116,200,0x08
0x949187D0,3,1,4,3,114,200,0x08
0x949187D0,4,1,4,3,118,203,0x08
0x949187D0,5,1,4,3,116,184,0x08
0x949187D0,6,1,4,3,80,137,0x08
0x949187D0,7,4,48,43,202,183,0x08
0x949187D0,8,2,28,10,110,124,0x08
0x949187D0,9,1,1,1,39,32,0x08
pr_hum_starter03,0,1,1,1,87,118,0x0F
pr_hum_starter03,1,1,21,7,112,132,0x0F
pr_hum_starter03,2,1,1,1,1515,505,0x0F
pr_hum_starter03,3,4,23,22,985,1640,0x0F
pr_hum_starter03,4,1,12,10,988,1562,0x0F
pr_hum_starter03,5,5,46,45,1604,4776,0x0F
pr_hum_starter03,6,1,1,1,128,128,0x0F
pr_hum_starter03,7,1,25,13,74,98,0x0F
pr_hum_starter03,8,1,1,1,310,309,0x0F
pr_hum_starter03,9,1,1,1,250,235,0x0F
pr_hum_starter03,10,1,2,2,79,116,0x0F
pmc_hum_chris_v2,0,2,33,21,964,473,0x08
pmc_hum_chris_v2,1,1,14,10,483,225,0x08
pmc_hum_chris_v2,2,1,10,8,235,91,0x08
pmc_hum_chris_v2,3,6,46,45,425,852,0x08
pmc_hum_chris_v2,4,2,33,22,1849,1209,0x04
pmc_hum_chris_v2,5,1,14,10,704,853,0x04
pmc_hum_chris_v2,6,6,46,45,843,2086,0x04
pmc_hum_chris_v2,7,1,20,15,353,384,0x02
pmc_hum_chris_v2,8,2,33,22,1389,2427,0x02
pmc_hum_chris_v2,9,1,14,10,1263,3492,0x02
pmc_hum_chris_v2,10,1,57,5,96,52,0x02
pmc_hum_chris_v2,11,1,58,4,88,92,0x02
pmc_hum_chris_v2,12,6,46,45,1524,4192,0x02
pmc_hum_chris_v2,13,1,1,1,108,172,0x01
pmc_hum_chris_v2,14,1,1,1,88,156,0x01
pmc_hum_chris_v2,15,1,1,1,108,172,0x01
pmc_hum_chris_v2,16,1,1,1,88,156,0x01
pmc_hum_chris_v2,17,1,1,1,353,384,0x01
pmc_hum_chris_v2,18,1,14,10,2314,6906,0x01
pmc_hum_chris_v2,19,1,1,1,88,92,0x01
pmc_hum_chris_v2,20,1,57,5,96,52,0x01
pmc_hum_chris_v2,21,1,57,5,167,116,0x01
pmc_hum_chris_v2,22,1,17,3,72,120,0x01
pmc_hum_chris_v2,23,1,23,20,4767,14032,0x01
pmc_hum_chris_v2,24,2,33,8,918,1569,0x01
pmc_hum_chris_v2,25,6,46,45,2794,8728,0x01
global_env_palmtreeplanted01,12,1,2,2,105,120,0x04
global_env_palmtreeplanted01,13,1,1,1,88,56,0x04
global_env_palmtreeplanted01,14,1,5,2,32,32,0x04
global_env_palmtreeplanted01,15,1,1,1,70,96,0x04
global_env_palmtreeplanted01,16,1,1,1,36,40,0x04
global_env_palmtreeplanted01,17,1,1,1,36,40,0x04
global_env_palmtreeplanted01,18,1,1,1,36,40,0x04
global_env_palmtreeplanted01,19,1,1,1,30,32,0x04
global_env_palmtreeplanted01,20,1,1,1,36,40,0x04
global_env_palmtreeplanted01,21,1,1,1,24,24,0x04
global_env_palmtreeplanted01,22,1,1,1,36,40,0x04
global_env_palmtreeplanted01,23,1,1,1,36,40,0x04
global_env_palmtreeplanted01,24,1,1,1,30,32,0x04
global_env_palmtreeplanted01,25,1,1,1,42,48,0x04
global_env_palmtreeplanted01,26,1,1,1,30,32,0x04
global_env_palmtreeplanted01,27,1,1,1,24,24,0x04
global_env_palmtreeplanted01,28,1,1,1,30,32,0x04
global_env_palmtreeplanted01,29,1,1,1,30,32,0x04
global_env_palmtreeplanted01,30,1,1,1,30,32,0x04
global_env_palmtreeplanted01,31,1,3,2,36,32,0x04
global_env_palmtreeplanted01,32,1,4,2,34,32,0x04
global_env_palmtreeplanted01,33,1,1,1,5,4,0x07
jungle_env_smallcanopy01,12,1,2,2,14,6,0x07
jungle_env_smallcanopy01,13,1,2,2,14,6,0x07
jungle_env_smallcanopy01,14,1,2,2,14,6,0x07
jungle_env_smallcanopy01,15,1,2,2,14,6,0x07
jungle_env_smallcanopy01,16,1,2,2,14,6,0x07
jungle_env_smallcanopy01,17,1,2,2,14,6,0x07
jungle_env_smallcanopy01,18,1,2,2,14,6,0x07
jungle_env_smallcanopy01,19,1,4,4,222,133,0x07
jungle_env_smallcanopy01,21,1,3,3,20,10,0x07
jungle_env_smallcanopy01,22,1,2,2,32,16,0x07
jungle_env_smallcanopy01,23,1,3,2,24,12,0x07
jungle_env_smallcanopy01,24,1,3,3,20,10,0x07
jungle_env_smallcanopy01,25,1,3,3,32,16,0x07
jungle_env_smallcanopy01,26,1,3,3,28,14,0x07
jungle_env_smallcanopy01,27,1,4,4,20,10,0x07
jungle_env_smallcanopy01,28,1,4,3,24,12,0x07
0xA3BFC1E6,0,5,49,46,235,217,0x08
0xA3BFC1E6,1,1,4,3,75,129,0x08
0xA3BFC1E6,2,2,28,10,127,130,0x08
pmc_hum_mattias_v3,0,1,8,4,5024,4504,0x01
pmc_hum_mattias_v3,1,1,15,3,148,138,0x01
pmc_hum_mattias_v3,2,1,17,9,3705,5012,0x01
pmc_hum_mattias_v3,3,1,33,25,3109,8432,0x01
pmc_hum_mattias_v3,4,1,25,9,554,846,0x01
pmc_hum_mattias_v3,5,1,21,8,133,244,0x01
pmc_hum_mattias_v3,6,4,46,44,3184,10360,0x01
pmc_hum_mattias_v3,7,1,15,4,149,138,0x02
pmc_hum_mattias_v3,8,1,33,23,829,1391,0x02
pmc_hum_mattias_v3,9,1,17,9,2109,2528,0x02
pmc_hum_mattias_v3,10,1,25,6,5026,4504,0x02
pmc_hum_mattias_v3,11,4,46,44,1711,5036,0x02
pmc_hum_mattias_v3,12,1,33,23,405,690,0x04
pmc_hum_mattias_v3,13,1,17,9,820,1169,0x04
pmc_hum_mattias_v3,14,1,25,6,6437,4504,0x04
pmc_hum_mattias_v3,15,4,46,44,955,2504,0x04
pmc_hum_mattias_v3,16,1,33,22,177,271,0x08
pmc_hum_mattias_v3,17,5,45,43,372,438,0x08
pmc_hum_mattias_v3,18,1,17,9,288,374,0x08
groutpost_interior_hq,6,1,7,7,558,705,0x03
groutpost_interior_hq,7,1,7,7,552,706,0x03
vz_hum_captain,0,1,17,6,49,40,0x08
vz_hum_captain,1,2,28,7,199,356,0x08
vz_hum_captain,2,1,11,9,153,172,0x08
vz_hum_captain,3,7,48,42,197,192,0x08
vz_hum_captain,4,1,1,1,70,60,0x08
0xADD11AC5,0,2,28,10,131,124,0x08
0xADD11AC5,1,1,4,3,113,181,0x08
0xADD11AC5,2,5,49,44,249,215,0x08
0xB0A0930E,0,1,1,1,27,20,0x08
0xB0A0930E,1,1,1,1,27,20,0x08
0xB0A0930E,2,1,1,1,20,17,0x08
0xB0A0930E,3,1,6,3,85,120,0x08
0xB0A0930E,4,1,6,3,96,148,0x08
0xB0A0930E,5,1,6,3,110,158,0x08
0xB0A0930E,6,1,6,3,79,118,0x08
0xB0A0930E,7,1,6,3,77,124,0x08
0xB0A0930E,8,1,6,3,73,116,0x08
0xB0A0930E,9,1,6,3,96,137,0x08
0xB0A0930E,10,1,11,9,133,117,0x08
0xB0A0930E,11,1,11,9,107,121,0x08
0xB0A0930E,12,1,11,9,103,115,0x08
0xB0A0930E,13,1,11,9,118,129,0x08
0xB0A0930E,14,1,11,9,106,117,0x08
0xB0A0930E,15,4,46,43,196,167,0x08
0xB0A0930E,16,5,42,40,216,189,0x08
0xB0A0930E,17,4,47,44,183,190,0x08
0xB0A0930E,18,5,45,43,196,188,0x08
0xB0A0930E,19,5,44,40,193,179,0x08
vz_hum_deathsquad_b,0,2,21,11,32,32,0x08
vz_hum_deathsquad_b,1,2,28,10,165,172,0x08
vz_hum_deathsquad_b,2,5,49,45,219,198,0x08
vz_hum_deathsquad_b,3,1,4,3,85,132,0x08
pmc_hum_blanco,0,2,28,22,270,402,0x08
pmc_hum_blanco,1,1,12,10,172,174,0x08
pmc_hum_blanco,2,2,42,9,92,93,0x08
pmc_hum_blanco,3,5,46,44,245,223,0x08
pmc_hum_hoang,0,1,23,5,486,710,0x08
pmc_hum_hoang,1,1,11,9,159,196,0x08
pmc_hum_hoang,2,2,56,44,231,217,0x08
pmc_hum_hoang,3,2,28,22,134,236,0x08
pmc_hum_fiona_unlockable,0,2,30,5,327,545,0x08
pmc_hum_fiona_unlockable,1,1,13,9,309,438,0x08
pmc_hum_fiona_unlockable,2,2,41,10,73,84,0x08
pmc_hum_fiona_unlockable,3,2,44,16,546,709,0x08
pmc_hum_stealth,0,4,45,44,1518,2367,0x08
pmc_hum_stealth,1,4,24,22,1158,2174,0x08
pmc_hum_stealth,2,1,12,10,1069,1724,0x08
al_hum_starter01,0,2,28,22,2092,3498,0x0F
al_hum_starter01,1,1,12,10,898,1334,0x0F
al_hum_starter01,2,7,48,47,2614,2970,0x0F
al_hum_starter01,3,1,26,14,152,254,0x0F
al_hum_starter01,4,1,2,2,169,272,0x0F
pr_hum_starter02,0,1,1,1,334,204,0x0F
pr_hum_starter02,1,2,41,8,120,108,0x0F
pr_hum_starter02,2,2,28,3,74,100,0x0F
pr_hum_starter02,3,2,28,5,290,192,0x0F
pr_hum_starter02,4,2,28,22,958,1772,0x0F
pr_hum_starter02,5,1,1,1,64,48,0x0F
pr_hum_starter02,6,1,12,10,1530,4326,0x0F
pr_hum_starter02,7,5,46,45,1662,4920,0x0F
pr_hum_starter02,8,2,28,16,75,102,0x0F
pr_hum_starter02,9,1,1,1,309,304,0x0F
pr_hum_starter02,10,1,1,1,250,235,0x0F
pr_hum_starter02,11,1,2,2,79,116,0x0F
pmc_hum_helipilot_unlockable,0,2,29,12,280,485,0x08
pmc_hum_helipilot_unlockable,1,1,12,10,344,441,0x08
pmc_hum_helipilot_unlockable,2,3,44,43,516,542,0x08
pmc_hum_proppilot,0,1,26,20,2797,5154,0x0F
pmc_hum_proppilot,1,1,12,10,2546,3917,0x0F
pmc_hum_proppilot,2,4,46,45,4061,6540,0x0F
pmc_hum_proppilot,3,1,23,3,682,1147,0x0F
pmc_hum_proppilot,4,1,2,2,169,272,0x0F
0xBC65582A,0,2,28,22,108,180,0x08
0xBC65582A,1,2,28,22,83,140,0x08
0xBC65582A,2,2,28,22,112,180,0x08
0xBC65582A,3,2,28,22,89,142,0x08
0xBC65582A,4,1,11,9,144,179,0x08
0xBC65582A,5,4,45,44,216,212,0x08
0xBC65582A,6,1,18,7,37,37,0x08
0xBCBA07EE,0,1,28,5,78,129,0x08
0xBCBA07EE,1,1,28,5,93,160,0x08
0xBCBA07EE,2,1,28,5,81,137,0x08
0xBCBA07EE,3,1,28,5,72,119,0x08
0xBCBA07EE,4,1,28,5,86,144,0x08
0xBCBA07EE,5,1,28,5,80,109,0x08
0xBCBA07EE,6,2,32,10,131,161,0x08
0xBCBA07EE,7,2,32,10,178,150,0x08
0xBCBA07EE,8,2,32,10,197,173,0x08
0xBCBA07EE,9,2,32,10,95,102,0x08
0xBCBA07EE,10,2,32,9,99,95,0x08
0xBCBA07EE,11,5,46,44,180,171,0x08
0xBCBA07EE,12,4,36,26,109,113,0x08
0xBCBA07EE,13,2,58,33,146,155,0x08
0xBCBA07EE,14,4,39,27,127,138,0x08
0xBCBA07EE,15,4,40,24,111,126,0x08
0xBCBA07EE,16,1,1,1,18,14,0x08
global_env_treeplaza01,20,1,4,4,395,338,0x04
global_env_treeplaza01,21,1,4,4,81,27,0x04
global_env_treeplaza01,23,1,3,2,48,24,0x07
global_env_treeplaza01,24,1,3,2,54,26,0x07
global_env_treeplaza01,25,1,2,2,44,22,0x07
global_env_treeplaza01,26,1,3,2,56,26,0x07
global_env_treeplaza01,27,1,2,2,64,32,0x07
global_env_treeplaza01,28,1,2,2,58,24,0x07
global_env_treeplaza01,29,1,3,2,36,18,0x07
global_env_treeplaza01,30,1,4,2,50,24,0x07
global_env_treeplaza01,31,1,3,2,46,22,0x07
global_env_treeplaza01,32,1,2,2,60,26,0x07
global_env_treeplaza01,33,1,3,2,58,26,0x07
global_env_treeplaza01,34,1,3,2,50,24,0x07
global_env_treeplaza01,35,1,2,2,42,20,0x07
global_env_treeplaza01,36,1,4,2,42,20,0x07
global_env_treeplaza01,37,1,2,2,46,22,0x07
oc_hum_executive,0,1,6,3,145,252,0x08
oc_hum_executive,1,1,11,9,117,123,0x08
oc_hum_executive,2,5,45,43,216,209,0x08
vz_hum_carmona,0,2,28,9,291,506,0x08
vz_hum_carmona,1,1,11,9,159,178,0x08
vz_hum_carmona,2,8,47,46,322,336,0x08
vz_hum_carmona,3,2,28,9,322,511,0x08
pmc_hum_eva,1,4,47,45,3656,6023,0x01
pmc_hum_eva,2,1,6,3,1372,2405,0x01
pmc_hum_eva,3,1,9,9,3096,4456,0x01
pmc_hum_eva,4,4,47,45,2050,2910,0x02
pmc_hum_eva,5,1,6,3,722,1136,0x02
pmc_hum_eva,6,1,9,9,1744,2141,0x02
pmc_hum_eva,7,4,47,45,1133,1452,0x04
pmc_hum_eva,8,1,6,3,381,503,0x04
pmc_hum_eva,9,1,9,9,991,1019,0x04
pmc_hum_eva,10,5,46,44,581,499,0x08
pmc_hum_eva,11,1,6,3,137,190,0x08
pmc_hum_eva,12,1,9,9,445,342,0x08
gr_hum_boss,0,1,12,2,80,60,0x0F
gr_hum_boss,1,1,17,5,258,434,0x0F
gr_hum_boss,2,1,5,2,85,115,0x0F
gr_hum_boss,3,1,9,3,102,120,0x0F
gr_hum_boss,4,1,17,4,793,1145,0x0F
gr_hum_boss,5,2,28,22,1101,2046,0x0F
gr_hum_boss,6,1,11,9,1201,1868,0x0F
gr_hum_boss,7,4,45,44,1729,5012,0x0F
gr_hum_boss,8,1,22,13,78,106,0x0F
gr_hum_boss,9,1,1,1,890,945,0x0F
gr_hum_boss,10,1,1,1,1063,973,0x0F
gr_hum_boss,11,1,2,2,169,272,0x0F
jungle_env_treetall01,11,1,4,4,243,203,0x08
jungle_env_treetall01,13,1,4,4,66,28,0x0F
jungle_env_treetall01,14,1,2,2,66,28,0x0F
jungle_env_treetall01,15,1,3,3,66,28,0x0F
jungle_env_treetall01,16,1,4,3,80,34,0x0F
jungle_env_treetall01,17,1,4,2,66,28,0x0F
jungle_env_treetall01,18,1,3,2,72,30,0x0F
jungle_env_treetall01,19,1,3,3,64,26,0x0F
jungle_env_treetall01,20,1,4,4,52,22,0x0F
jungle_env_treetall01,21,1,4,3,76,32,0x0F
jungle_env_treetall01,22,1,4,3,54,22,0x0F
jungle_env_treetall01,23,1,4,2,74,30,0x0F
global_tripwire,0,1,2,2,12,6,0x0F
0xC5C23603,0,2,28,5,128,219,0x08
0xC5C23603,1,1,11,9,117,121,0x08
0xC5C23603,2,6,45,43,243,195,0x08
pmc_hum_jen_v5,0,1,17,10,1698,2484,0x01
pmc_hum_jen_v5,1,1,1,1,544,772,0x01
pmc_hum_jen_v5,2,1,28,21,3978,11980,0x01
pmc_hum_jen_v5,3,1,50,4,460,658,0x01
pmc_hum_jen_v5,4,1,11,4,768,685,0x01
