hash,n_models,anim_tracks,in_swit,kind,example_parent_models
0xDA3D91AB,2,0,2,destruction-piece,village_bld_plantation02|outpost_bld_plantation02
0xDA9591BB,2,0,0,mesh-node,ch_veh_boat_destroyer|al_veh_boat_destroyer
0xDAA259CC,2,0,2,destruction-piece,island_bld_bridge01|oilrig_bld_buildingd
0xDAEA1F9E,2,0,2,destruction-piece,0xA0EAF095|0xA79EE18C
0xDB0CB1E0,2,0,2,destruction-piece,0xA0EAF095|0xA79EE18C
0xDB394935,2,0,0,mesh-node,residential_bld_corner16x16a|cumana_bld_hotelfourstar01
0xDC577B8E,2,0,2,destruction-piece,caracas_bld_parquecentral03|caracas_bld_parquecentral02
0xDCC28B7D,2,0,0,mesh-node,civ_veh_truck_transport|civ_veh_car_w8_normal
0xDCE06217,2,0,2,destruction-piece,pmcoutpost_bld_hqgarage|pmcoutpost_bld_hq
0xDD0397EE,2,0,2,destruction-piece,pmcoutpost_bld_hq|0xF4AF3C5B
0xDD380D34,2,0,2,destruction-piece,chinaoutpost_bld_storage|chinaoutpost_bld_commbunker01
0xDD5D0CD7,2,0,2,destruction-piece,outpost_bld_warehouse01|outpost_bld_vzwarehouselarge
0xDD72D55B,2,0,2,destruction-piece,maracaibo_bld_skyscraper02|0xCB4C6EAB
0xDDAEC509,2,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0xDDB57086,2,0,2,destruction-piece,oc_veh_semi_austin|civ_veh_semi_austin
0xDDC21518,2,0,2,destruction-piece,white_bld_segment16x16a|0xFD0229C3
0xDDD92CA8,2,0,0,mesh-node,shanty_bld_housegroup04|shanty_bld_housegroup03
0xDDDC6855,2,0,2,destruction-piece,0x6871E4C5|estate_bld_mansion01
0xDDE9B4B3,2,0,2,destruction-piece,village_bld_plantation02|caracas_bld_historical04
0xDE260AAF,2,0,2,destruction-piece,ocoutpost_bld_guardpost01|chinaoutpost_bld_guardpost01
0xDE36A386,2,0,0,mesh-node,vz_veh_helicopter_alouetteiii|pr_veh_helicopter_alouetteiii
0xDE50C1E0,2,0,0,mesh-node,vz_veh_apc_m113_aa|gr_veh_apc_m113_aa
0xDE9421E9,2,0,0,mesh-node,oc_veh_semi_austin|civ_veh_semi_austin
0xDE9EDD3F,2,0,2,destruction-piece,village_bld_plantation03|global_pile04
0xDEE21058,2,0,0,mesh-node,white_bld_segment16x16a|0xFD0229C3
0xDF1BE74E,2,0,0,mesh-node,civ_veh_car_pony_normal|civ_veh_car_pony_crappy
0xDFBEFF55,2,0,2,destruction-piece,groutpost_bld_cranemining|oilrig_bld_buildingc
0xDFFF7124,2,0,2,destruction-piece,jungle_wallgate|industrial_bld_refinery06
0xE0208ADA,2,0,2,destruction-piece,aloutpost_bld_hanger|caracas_bld_theater01
0xE07EEBA3,2,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0xE0A90A4A,2,0,2,destruction-piece,0xCE99630D|0xF4AF3C5B
0xE0AF9A18,2,0,2,destruction-piece,aloutpost_bld_supplydepot|outpost_bld_vzwarehouselarge
0xE0DB3907,2,0,0,mesh-node,global_veh_rib36|vz_veh_boat_patrol
0xE0F3DD78,2,0,2,destruction-piece,industrial_bld_silowide|industrial_bld_towerrefinerysmall
0xE0FA5675,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xE1F406DA,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xE21E8CE9,2,0,2,destruction-piece,proutpost_bld_surveillance|proutpost_dockb
0xE280A0CF,2,0,0,mesh-node,jungle_wallgate|jungle_bld_ruinshotelfront
0xE28EE287,2,0,0,mesh-node,estate_bld_mansion03|outpost_bld_govtbld
0xE2D87B11,2,0,0,mesh-node,white_bld_segment16x16a|0xFD0229C3
0xE2E5FB59,2,0,0,mesh-node,city_bld_skyscraper03|city_bld_skyscraper02
0xE2F5F5D7,2,0,2,destruction-piece,village_bld_plantation03|chinaoutpost_bld_hangar01
0xE33DD221,2,0,2,destruction-piece,pmcoutpost_bld_hq|global_pile04
0xE3649736,2,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper02
0xE3D721AC,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xE3DE72B1,2,0,0,mesh-node,pmc_veh_truck_cougar|pmc_veh_truck_monster_ridgeline
0xE448C7B9,2,0,2,destruction-piece,island_bld_tower01|oilrig_bld_buildingd
0xE44BAE17,2,0,2,destruction-piece,pmc_veh_truck_cougar|pmc_veh_truck_monster_ridgeline
0xE4E4A055,2,0,2,destruction-piece,0x73033C9F|groutpost_bld_trailerhut01
0xE54C0113,2,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper02
0xE55AA77F,2,0,2,destruction-piece,ch_veh_boat_destroyer|al_veh_boat_destroyer
0xE5640C7D,2,0,2,destruction-piece,maracaibo_bld_skyscraper02|residential_bld_corner16x16d
0xE5AE2FAE,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xE5EA2948,2,0,0,mesh-node,estate_bld_mansion02|estate_bld_mansion01
0xE647A252,2,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0xE674DDC6,2,0,2,destruction-piece,cumana_bld_fortress01|caracas_bld_skytrammain
0xE67DBC4C,2,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0xE6B7EEE1,2,0,0,mesh-node,pmc_veh_car_camo_veyron|civ_veh_car_veyron
0xE7207114,2,0,0,mesh-node,civ_veh_car_pony_normal|civ_veh_car_pony_crappy
0xE721A959,2,0,2,destruction-piece,island_bld_bridge01|oilrig_bld_buildinga
0xE72CDD37,2,0,0,mesh-node,gr_veh_boat_cigarette|pmc_veh_boat_cigarette
0xE756D271,2,0,0,mesh-node,ch_veh_boat_destroyer|vz_veh_boat_type14311
0xE763D771,2,0,0,mesh-node,industrial_bld_warehouselarge02|city_bld_skyscraper03
0xE767CB1B,2,0,2,destruction-piece,merida_bld_pmcautoshop|merida_bld_universityadmin
0xE7812B27,2,0,2,destruction-piece,white_bld_segment16x16a|0xFD0229C3
0xE78ADD71,2,0,2,destruction-piece,0x01ED3D6F|0x1A9D89DF
0xE7A21DB2,2,0,0,mesh-node,ch_veh_apc_wz551|oc_veh_truck_mtv_guntruck
0xE7B10485,2,0,0,mesh-node,gr_veh_boat_cigarette|pmc_veh_boat_cigarette
0xE7E50A3E,2,0,0,mesh-node,caracas_bld_parquecentral03|margarita_bld_condo01
0xE7F23B77,2,0,0,mesh-node,civ_veh_truck_garbage|pmc_veh_car_panhard
0xE82BFE5F,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xE839C745,2,0,0,mesh-node,global_env_palmtree01|global_env_treesidewalk01
0xE8BFE505,2,0,0,mesh-node,aloutpost_bld_barracks01|merida_bld_pmcautoshop
0xE8D645EC,2,0,0,mesh-node,white_bld_segment16x16a|0xFD0229C3
0xE8E7C52E,2,0,2,destruction-piece,outskirt_bld_mercbar|chinaoutpost_bld_hangar01
0xE90A5770,2,0,2,destruction-piece,outskirt_bld_mercbar|chinaoutpost_bld_hangar01
0xE99F51E2,2,0,0,mesh-node,ch_veh_tank_pgz95|ch_veh_tank_pgz95_command
0xE9B3D9E0,2,0,2,destruction-piece,chinaoutpost_bld_storage|chinaoutpost_bld_commbunker01
0xE9CC1910,2,0,0,mesh-node,caracas_bld_historical04|caracas_bld_capitol
0xE9CD9E9A,2,0,0,mesh-node,0x23AC7DAC|0x946F6A0A
0xE9D0BFD2,2,0,0,mesh-node,global_veh_hondacrx|civ_veh_car_taxi_tercel
0xEA148709,2,0,0,mesh-node,0x13709C60|al_veh_truck_hmmwv_avenger
0xEA9DA5EB,2,0,0,mesh-node,al_veh_plane_ac130_spooky|al_veh_plane_c130
0xEAA07CA2,2,0,0,mesh-node,oc_veh_semi_austin|civ_veh_semi_austin
0xEB1E5E92,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xEB22FA0C,2,0,2,destruction-piece,oc_veh_truck_ext|pmc_veh_truck_ext
0xEB249D2C,2,0,0,mesh-node,aloutpost_bld_command|maracaibo_bld_skyscraper01
0xEB54788C,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xEB7EAA86,2,0,2,destruction-piece,industrial_bld_refinery06|jungle_bld_ruinshotelfront
0xEBB01C74,2,0,2,destruction-piece,outskirt_bld_mercbar|outskirt_bld_house05
0xEBDB09D1,2,0,2,destruction-piece,ch_veh_boat_destroyer|al_veh_boat_destroyer
0xEC04E77B,2,0,2,destruction-piece,chinaoutpost_bld_hangar01|proutpost_bld_garageboat
0xEC461B6E,2,0,0,mesh-node,pmc_hum_mattias_v2|pmc_hum_mattias_chickensuit
0xEC96D882,2,0,0,mesh-node,vz_veh_helicopter_alouetteiii|pr_veh_helicopter_alouetteiii
0xED43DEF3,2,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper02
0xED54F9EB,2,0,2,destruction-piece,chinaoutpost_bld_prison|residential_bld_corner16x16d
0xEDA207E5,2,0,0,mesh-node,city_bld_corner32x32a|industrial_bld_warehouse02
0xEE22AC96,2,0,0,mesh-node,jungle_env_treemedium03|jungle_env_treetall03
0xEE32698A,2,0,0,mesh-node,oilrig_tanktalla|pmcoutpost_bld_fueldepot
0xEE4618C9,2,0,0,mesh-node,chinaoutpost_bld_prison|residential_bld_corner16x16d
0xEE4CB7F0,2,0,2,destruction-piece,global_veh_hondacrx|civ_veh_car_crx_racing
0xEE79678C,2,0,2,destruction-piece,cumana_bld_fortress01|caracas_bld_skytrammain
0xEE83DCAF,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xEEE552DB,2,0,0,mesh-node,proutpost_att_neonc|proutpost_att_neone
0xEF31B15E,2,0,0,mesh-node,pmc_veh_truck_cougar|pmc_veh_truck_monster_ridgeline
0xEF38A002,2,0,0,mesh-node,0x7604B190|pmcoutpost_planter01
0xEF3B3A1F,2,0,0,mesh-node,gr_veh_truck_m151_50cal|ch_veh_truck_nglv_armored_50cal
0xEF5B5C37,2,0,0,mesh-node,ch_veh_boat_destroyer|vz_veh_boat_type14311
0xEF8848F7,2,0,0,mesh-node,0x6871E4C5|estate_bld_mansion01
0xEF8A69F5,2,0,2,destruction-piece,merida_bld_pmcautoshop|merida_bld_universityadmin
0xEF8F6737,2,0,2,destruction-piece,0x01ED3D6F|0x1A9D89DF
0xEFCAFA53,2,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0xEFD71438,2,0,2,destruction-piece,caracas_walllong|outskirt_bld_mercbar
0xEFDB9166,2,0,2,destruction-piece,caracas_walllong|outskirt_bld_mercbar
0xEFE7FA6F,2,0,0,mesh-node,mountain_bld_bunkerdestroyed|estate_bld_mansion01
0xF0470305,2,0,2,destruction-piece,industrial_bld_silowide|industrial_bld_towerrefinerysmall
0xF04AD554,2,0,2,destruction-piece,maracaibo_bld_skyscraper02|industrial_bld_warehouselarge01
0xF082DDE8,2,0,2,destruction-piece,village_bld_plantation02|outpost_bld_plantation02
0xF08636A5,2,0,2,destruction-piece,cumana_bld_fortress01|caracas_bld_skytrammain
0xF0D4417B,2,0,2,destruction-piece,oilrig_bld_buildingc|oilrig_bld_buildingd
0xF1418FAD,2,0,0,mesh-node,maracaibo_park|0x1FBFBB4B
0xF1528CD1,2,0,0,mesh-node,0x1D20E058|0xB3EFDFAC
0xF1B37B60,2,0,0,mesh-node,al_veh_tank_m2a3|al_veh_tank_m2a3_m6
0xF21910CF,2,0,0,mesh-node,0x13709C60|al_veh_truck_hmmwv_avenger
0xF290931E,2,0,0,mesh-node,cumana_bld_corner16x16c|city_bld_corner16x16c
0xF2961CB4,2,0,0,mesh-node,pmc_veh_car_offroad_buggy|pmc_veh_car_rocket_buggy
0xF3393F8B,2,0,0,mesh-node,outpost_bld_warehouse01|outpost_bld_vzwarehouselarge
0xF345176B,2,0,2,destruction-piece,oc_veh_semi_austin|civ_veh_semi_austin
0xF358051F,2,0,0,mesh-node,industrial_bld_warehouse04|shanty_bld_apartment01
0xF35B9F15,2,0,0,mesh-node,maracaibo_park|0x1FBFBB4B
0xF3DD91E6,2,0,0,mesh-node,ch_veh_boat_destroyer|al_veh_boat_destroyer
0xF4807849,2,0,2,destruction-piece,pmc_veh_truck_cougar|pmc_veh_truck_monster_ridgeline
0xF49233EE,2,0,2,destruction-piece,village_bld_plantation03|global_pile04
0xF4B4C630,2,0,2,destruction-piece,village_bld_plantation03|global_pile04
0xF4DC81FC,2,0,0,mesh-node,ch_veh_apc_zbd2000|ch_veh_tank_ztz98
0xF4F2362E,2,0,2,destruction-piece,pmcoutpost_bld_hq|pmcoutpost_planter01
0xF503EA6B,2,0,0,mesh-node,jungle_env_treetall02|jungle_env_treetall01
0xF5156B68,2,0,0,mesh-node,jungle_env_treetall03|jungle_env_treetall01
0xF5900365,2,0,2,destruction-piece,village_bld_housestilts05|industrial_bld_refinery06
0xF59893A5,2,0,2,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0xF61C89DE,2,0,0,mesh-node,al_veh_tank_m2a3|al_veh_tank_m2a3_m6
0xF623E8DC,2,0,0,mesh-node,outpost_bld_warehouse01|outpost_bld_vzwarehouselarge
0xF64AA28F,2,0,0,mesh-node,chinaoutpost_bld_prison|residential_bld_corner16x16d
0xF6822C7C,2,0,0,mesh-node,industrial_bld_gasstationpump02|maracaibo_bld_gasstationpump02
0xF695EF4A,2,0,0,mesh-node,margarita_bld_condo01|industrial_bld_warehouse02
0xF6C00C07,2,0,0,mesh-node,al_veh_plane_ac130_spooky|al_veh_plane_c130
0xF6CE218C,2,0,0,mesh-node,shanty_bld_housegroup04|shanty_bld_housegroup03
0xF6F97995,2,0,0,mesh-node,industrial_bld_refinery06|industrial_bld_refinery04
0xF70A1CAB,2,0,0,mesh-node,al_veh_plane_a10|ch_veh_plane_q5
0xF80EA176,2,0,2,destruction-piece,jungle_wallgate|industrial_bld_refinery06
0xF8297FA9,2,0,0,mesh-node,oc_veh_truck_ext|oc_veh_truck_esv
0xF8F0A66A,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xF8F6E055,2,0,2,destruction-piece,oilrig_bld_buildingc|oilrig_bld_buildingd
0xF9088897,2,0,0,mesh-node,aloutpost_bld_command|city_bld_standalone01
0xF914ED24,2,0,0,mesh-node,merida_bld_pmcautoshop|estate_bld_mansion04
0xF96F24A4,2,0,0,mesh-node,gr_veh_boat_turbosquid|oc_veh_boat_turbosquid
0xF98161D3,2,0,0,mesh-node,gr_veh_truck_m35_tanker|vz_veh_truck_m35_tanker
0xF9CDAA73,2,0,0,mesh-node,global_veh_uh1huey|pmc_veh_helicopter_uh1huey
0xFA01D8A9,2,0,2,destruction-piece,jungle_wallgate|industrial_bld_refinery06
0xFA086486,2,0,0,mesh-node,0x4B9C42F1|pmcoutpost_planter01
0xFA162ED4,2,0,0,mesh-node,al_veh_plane_a10|ch_veh_plane_q5
0xFA5FFFD2,2,0,0,mesh-node,aloutpost_bld_hanger|city_bld_skyscraper02
0xFA733FDB,2,0,2,destruction-piece,0x09139BCD|0x60497640
0xFB45E9A3,2,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0xFB5BDE65,2,0,0,mesh-node,outpost_bld_warehouse01|outpost_bld_vzwarehouselarge
0xFBE8E779,2,0,0,mesh-node,pr_veh_boat_cutter|al_veh_boat_markv
0xFC4B73C6,2,0,0,mesh-node,pmc_veh_motorcycle_mattias|0x19E2962E
0xFC6489E9,2,0,0,mesh-node,aloutpost_bld_command|maracaibo_bld_skyscraper01
0xFCEC93BB,2,0,2,destruction-piece,0xA0EAF095|0xA79EE18C
0xFCF31FA2,2,0,0,mesh-node,global_veh_stingray|ch_veh_tank_ztz98
0xFD40FCD7,2,0,0,mesh-node,chinaoutpost_bld_storage|chinaoutpost_bld_commbunker01
0xFD457A05,2,0,0,mesh-node,chinaoutpost_bld_storage|chinaoutpost_bld_commbunker01
0xFE027F49,2,0,2,destruction-piece,outpost_bld_warehouse01|outpost_bld_vzwarehouselarge
0xFE43167A,2,0,0,mesh-node,ch_veh_tank_plz45b|al_veh_tank_m1a2
0xFEA7DDF4,2,0,0,mesh-node,industrial_bld_warehouselarge02|outpost_bld_vzwarehouselarge
0xFEAE0542,2,0,2,destruction-piece,cumana_bld_corner16x16d|city_bld_corner16x16d
0xFECE04B0,2,0,0,mesh-node,al_veh_plane_ac130_spooky|al_veh_plane_c130
0xFF1DDCEE,2,0,2,destruction-piece,0xD7FCFD11|pmcoutpost_planter01
0xFFB4BC4C,2,0,0,mesh-node,0x7604B190|pmcoutpost_planter01
0xFFC84DE4,2,0,2,destruction-piece,maracaibo_bld_skyscraper02|city_bld_skyscraper02
0xCF05584A,1,19,0,mesh-node,vz_veh_helicopter_mi35hind_solano
0xE3F02B14,1,15,0,mesh-node,vz_veh_helicopter_mi35hind_solano
0xAE7F0EE9,1,5,0,mesh-node,ch_veh_helicopter_ka29b
0xEEA6EC0F,1,5,0,mesh-node,ch_veh_helicopter_ka29b
0x31BC259C,1,1,0,mesh-node,global_flag_largevz
0x3F098B3B,1,1,0,mesh-node,0xAEE44824
0x59191BBD,1,1,0,mesh-node,ch_veh_apc_zbd2000
0x8A1CC9D5,1,1,0,mesh-node,ch_veh_apc_zbd2000
0xA7C369DD,1,1,0,mesh-node,0xAEE44824
0xD566E2BC,1,1,0,mesh-node,ch_veh_apc_zbd2000
0x001B4787,1,0,1,destruction-piece,industrial_bld_smokestack
0x001FC4B5,1,0,1,destruction-piece,industrial_bld_smokestack
0x00314939,1,0,1,destruction-piece,outpost_bld_warehouse01
0x003AF1D9,1,0,1,destruction-piece,0x2703554F
0x00461E64,1,0,0,model-root,0x00461E64
0x0050D284,1,0,0,mesh-node,ch_veh_tank_pgz95
0x005D776A,1,0,0,mesh-node,pmc_veh_motorcycle_tankbike
0x006B03FE,1,0,1,destruction-piece,caracas_bld_parquecentral03
0x007E1966,1,0,0,mesh-node,maracaibo_park
0x008D9640,1,0,1,destruction-piece,caracas_bld_parquecentral03
0x0094C4EB,1,0,1,destruction-piece,aloutpost_bld_supplydepot
0x00972E30,1,0,0,mesh-node,maracaibo_park
0x00ABB064,1,0,0,mesh-node,city_bld_skyscraper02
0x00B10043,1,0,0,mesh-node,merida_bld_pmcautoshop
0x00BF5293,1,0,0,mesh-node,ch_veh_apc_zbd2000
0x00C3E4BD,1,0,0,mesh-node,maracaibo_park
0x00D600FB,1,0,1,destruction-piece,outpost_bld_warehouse01
0x00DA4E1D,1,0,1,destruction-piece,maracaibo_bld_skyscraper02
0x00E40D4E,1,0,0,mesh-node,ch_veh_boat_destroyer
0x00E66AEE,1,0,0,mesh-node,0x19E2962E
0x00EB62DF,1,0,1,destruction-piece,industrial_bld_silowide
0x012404C6,1,0,1,destruction-piece,pmcoutpost_bld_hq
0x01284A9D,1,0,0,mesh-node,0xB0D4E642
0x01293618,1,0,0,mesh-node,city_bld_skyscraper02
0x012A8279,1,0,0,mesh-node,civ_veh_boat_cargoship
0x012DCD49,1,0,1,destruction-piece,al_veh_boat_destroyer
0x014BF253,1,0,0,mesh-node,global_flag_largech
0x01605443,1,0,0,mesh-node,estate_bld_mansion02
0x016DCC23,1,0,0,mesh-node,city_bld_corner32x32d
0x0179EFA2,1,0,0,mesh-node,merida_bld_soccerstadium
0x0179FE06,1,0,1,destruction-piece,island_bld_fortress01
0x018B3F17,1,0,0,mesh-node,ch_veh_boat_huangfeng
0x018F7384,1,0,0,mesh-node,ch_veh_plane_transport
0x018FBC45,1,0,0,mesh-node,ch_veh_boat_huangfeng
0x0193F0B2,1,0,0,mesh-node,ch_veh_plane_transport
0x0196E3B3,1,0,0,mesh-node,0x1FBFBB4B
0x01C8042C,1,0,0,mesh-node,industrial_bld_warehouselarge01
0x01D2E27D,1,0,0,model-root,0x01D2E27D
0x01DBF046,1,0,1,destruction-piece,0xB0D4E642
0x0215F9EF,1,0,0,mesh-node,civ_veh_bus_escort
0x022479C0,1,0,0,mesh-node,caracas_bld_parquecentral03
0x022800BB,1,0,0,mesh-node,civ_veh_trailer_flatbed
0x022F70B6,1,0,0,mesh-node,industrial_bld_silowide
0x023ED2DA,1,0,0,mesh-node,estate_bld_mansion04
0x02461633,1,0,1,destruction-piece,caracas_bld_capitol
0x0248E703,1,0,1,destruction-piece,merida_bld_pmcautoshop
0x0251509A,1,0,1,destruction-piece,margarita_bld_condo01
0x0254B568,1,0,0,mesh-node,pmcoutpost_planter01
0x025E74B4,1,0,0,mesh-node,pmc_hum_chris_v2
0x029E7C92,1,0,1,destruction-piece,0xE05A09A2
0x02AB7E67,1,0,1,destruction-piece,0xF4AF3C5B
0x02DED334,1,0,0,model-root,global_weapon_40mmgrenade
0x02E7E3E8,1,0,1,destruction-piece,village_bld_plantationsmall02
0x0301FD38,1,0,1,destruction-piece,0x38381266
0x0307555E,1,0,0,model-root,0x0307555E
0x031AB782,1,0,0,mesh-node,civ_veh_plane_727jet
0x032B1FA8,1,0,0,mesh-node,ch_veh_boat_destroyer
0x032EA813,1,0,1,destruction-piece,0x0D0B8CF5
0x033583F4,1,0,1,destruction-piece,commercial_bld_supermarket
0x0346A9CB,1,0,0,model-root,0x0346A9CB
0x034B26F9,1,0,0,model-root,0x034B26F9
0x03587437,1,0,0,model-root,0x03587437
0x0376381A,1,0,0,mesh-node,shanty_bld_housegroup05
0x03765872,1,0,0,mesh-node,ocoutpost_tablearmwrestling
0x037F9454,1,0,1,destruction-piece,margarita_bld_condo01
0x039772BA,1,0,1,destruction-piece,ocoutpost_bld_warehouse01
0x039DF550,1,0,0,mesh-node,vz_veh_tank_scorpion90
0x03C2C29F,1,0,0,mesh-node,ch_veh_apc_wz551
0x03D9BEED,1,0,1,destruction-piece,ch_veh_boat_destroyer
0x03EC2F1C,1,0,1,destruction-piece,caracas_bld_historical04
0x03EF3CD5,1,0,0,mesh-node,ch_veh_helicopter_ka29b
0x0401D023,1,0,1,destruction-piece,outpost_bld_vzwarehouselarge
0x0401E24A,1,0,1,destruction-piece,al_veh_boat_destroyer
0x0402DD31,1,0,0,mesh-node,global_env_treeplaza02
0x0422A7E9,1,0,0,mesh-node,industrial_bld_silowide
0x0443C135,1,0,1,destruction-piece,merida_bld_pmcautoshop
0x0446B35F,1,0,1,destruction-piece,al_veh_boat_destroyer
0x044A87C5,1,0,1,destruction-piece,aloutpost_bld_supplydepot
0x044EBEFE,1,0,1,destruction-piece,oc_veh_boat_oiltanker
0x045ECC8E,1,0,0,mesh-node,civ_veh_plane_727jet
0x04675C41,1,0,0,mesh-node,ch_veh_tank_ztz98
0x046D1E92,1,0,0,mesh-node,vz_veh_boat_patrol
0x0473A292,1,0,1,destruction-piece,maracaibo_bld_skyscraper02
0x04742A8A,1,0,0,mesh-node,global_veh_winch_magnet
0x048F3486,1,0,0,mesh-node,global_veh_rib36
0x049CA90E,1,0,1,destruction-piece,cumana_bld_fortress01
0x04AEC541,1,0,1,destruction-piece,shanty_bld_housegroup03
0x04D5BDAA,1,0,0,model-root,0x04D5BDAA
0x04D64C25,1,0,0,mesh-node,city_bld_skyscraper02
0x04DB1B1B,1,0,1,destruction-piece,village_bld_plantationsmall02
0x04EFC7DE,1,0,1,destruction-piece,ch_veh_boat_destroyer
0x04F0D28D,1,0,1,destruction-piece,chinaoutpost_bld_commbunker01
0x04F8999F,1,0,1,destruction-piece,island_bld_fortress01
0x04F93FDA,1,0,0,mesh-node,al_veh_boat_markv
0x0525D3E6,1,0,1,destruction-piece,industrial_bld_towerrefinerysmall
0x0527F93E,1,0,1,destruction-piece,shanty_bld_apartment02
0x0545AA28,1,0,0,mesh-node,pmc_veh_motorcycle_tankbike
0x0546DDB5,1,0,0,mesh-node,shanty_fencecorner01
0x05499780,1,0,0,mesh-node,oc_veh_boat_oiltanker
0x054D23E0,1,0,1,destruction-piece,0xCFAC6851
0x054F9231,1,0,1,destruction-piece,outskirt_bld_mercbar
0x054FAE82,1,0,0,mesh-node,ch_veh_apc_wz551
0x0557EA14,1,0,1,destruction-piece,al_veh_boat_destroyer
0x055B94CC,1,0,0,mesh-node,civ_veh_car_pony_crappy
0x05616B23,1,0,0,mesh-node,margarita_bld_condo01
0x056985A4,1,0,1,destruction-piece,outpost_bld_vzwarehouselarge
0x056AA09F,1,0,0,mesh-node,pmcoutpost_planter01
0x0574AA8A,1,0,1,destruction-piece,0xFD0229C3
0x058A9BBC,1,0,1,destruction-piece,outpost_bld_vzwarehouselarge
0x05912C83,1,0,0,mesh-node,vz_veh_tank_scorpion90
0x059EA245,1,0,0,mesh-node,vz_veh_helicopter_alouetteiii
0x05B7B5BD,1,0,1,destruction-piece,jungle_bld_ruinshotelback
0x05B8C53E,1,0,1,destruction-piece,global_pile06
0x05C0CC53,1,0,1,destruction-piece,island_bld_fortress01
0x05D9616B,1,0,0,mesh-node,ch_veh_plane_q5
0x05DA55B6,1,0,1,destruction-piece,cumana_bld_fortress01
0x05E52A58,1,0,0,mesh-node,al_veh_helicopter_mh53pavelow
0x05ED45FC,1,0,0,model-root,0x05ED45FC
0x060E6B25,1,0,0,model-root,0x378BB1B8
0x0618F480,1,0,1,destruction-piece,maracaibo_bld_skyscraper02
0x06307F5F,1,0,0,mesh-node,industrial_bld_towerrefinerytall
0x0630F3F8,1,0,0,mesh-node,airport_bld_terminal01
0x063218EE,1,0,0,mesh-node,maracaibo_park
0x06357126,1,0,0,mesh-node,airport_bld_terminal01
0x063C46FD,1,0,0,mesh-node,oc_veh_boat_oiltanker
0x0643CC5D,1,0,1,destruction-piece,ch_veh_boat_destroyer
0x0645384B,1,0,1,destruction-piece,civ_veh_car_taxi_tercel
0x0654AB30,1,0,0,mesh-node,maracaibo_park
0x066DAEAD,1,0,0,mesh-node,oc_veh_boat_oiltanker
0x069A6260,1,0,1,destruction-piece,civ_veh_truck_ambulance
0x06B3BAF3,1,0,1,destruction-piece,island_bld_fortress01
0x06B7DF09,1,0,0,model-root,0x06B7DF09
0x06C115C5,1,0,0,mesh-node,industrial_bld_warehouse03
0x06C2C612,1,0,1,destruction-piece,0xA948DDA6
0x06E46532,1,0,1,destruction-piece,jungle_wallgate
0x06EFA6EB,1,0,0,mesh-node,ch_veh_apc_wz551
0x06F0F72E,1,0,0,mesh-node,oc_veh_helicopter_md500
0x0707B1FD,1,0,0,mesh-node,shanty_bld_shack01
0x0716B7E2,1,0,0,mesh-node,pmc_veh_plane_mig27
0x07260982,1,0,0,mesh-node,civ_veh_plane_727jet
0x075503B2,1,0,0,mesh-node,0x7604B190
0x0763EAF8,1,0,0,mesh-node,maracaibo_park
0x0767FCC2,1,0,1,destruction-piece,outpost_bld_vzwarehouselarge
0x0773B0A5,1,0,0,mesh-node,vz_veh_boat_type14311
0x07889DEA,1,0,1,destruction-piece,city_bld_apartment01
0x0789FBD3,1,0,1,destruction-piece,global_env_hedgelong
0x078A0398,1,0,1,destruction-piece,outskirt_bld_mercbar
0x07BB8545,1,0,1,destruction-piece,0xBCBA07EE
0x07F0BFAF,1,0,1,destruction-piece,island_bld_fortress01
0x08081D66,1,0,1,destruction-piece,outpost_bld_warehouse01
0x08315650,1,0,1,destruction-piece,0xB0A0930E
0x084017EE,1,0,0,mesh-node,vz_veh_tank_scorpion90
0x08443CF3,1,0,1,destruction-piece,0x09139BCD
0x084D1CED,1,0,1,destruction-piece,merida_bld_universityadmin
