hash,name,name_source,name_candidates,n_models,as_root,in_swit,as_leaf,anim_tracks,anim_skel,depth_min,depth_max,max_bbox,offset,states,example_models
0x05499780,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0xC56B1A44
0x054D23E0,,,0,1,0,1,1,0,0,5,5,2.91,1,break_piece,0xCFAC6851
0x054F9231,piece2h_propdebris16,rainbow,1,1,0,1,1,0,0,3,3,6.11,1,break_piece,0x91E2FC68
0x054FAE82,,,0,1,0,0,0,0,0,4,4,2.70,1,intact,0xA35416A8
0x0557EA14,,,0,1,0,1,0,0,0,3,3,3.92,0,break_piece,0xE54047D5
0x055B94CC,,,0,1,0,0,0,0,0,5,5,0.03,0,break_piece,0xDA219845
0x05616B23,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0x35992F99
0x056985A4,slice4a_propattach15_pristine,rainbow,1,1,0,1,1,0,0,4,4,0.71,0,break_piece,0xE6027C27
0x056AA09F,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0xE59723FD
0x056B331D,village_bld_food02,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x056B331D
0x056CADB6,Sphere,rainbow,2,1,1,0,1,0,0,0,0,28.40,0,,0x228566D0
0x0574AA8A,,,0,1,0,1,0,0,0,4,4,0.03,0,break_piece,0xFD0229C3
0x058A9BBC,slice4a_propattach02_pristine,rainbow,1,1,0,1,1,0,0,4,4,4.04,0,intact,0xE6027C27
0x058CD8B8,shanty_polepower,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x058CD8B8
0x05912C83,,,0,1,0,0,1,0,0,6,6,0.95,0,break_piece,0x8CA421C3
0x059EA245,hp_shelleject_missile_l,rainbow,1,1,0,0,1,0,0,5,5,0.03,1,break_piece,0x22435EEA
0x05B65EF6,shanty_bld_outhouse,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x05B65EF6
0x05B7B5BD,,,0,1,0,1,1,0,0,4,4,2.86,0,break_piece,0x7EC3FC58
0x05B8C53E,piece9a_propdebris02,rainbow,1,1,0,1,1,0,0,3,3,1.73,1,break_piece,0xF08D5BB5
0x05C0CC53,,,0,1,0,1,1,0,0,5,5,6.76,1,break_piece,0x0B7CC1B7
0x05D426D7,aloutpost_concretewall01,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x05D426D7
0x05D62268,vzoutpost_bld_barrackreinforced,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x05D62268
0x05D9616B,,,0,1,0,0,1,0,0,2,2,2.95,1,,0xC1E0DE18
0x05DA55B6,slice5c_propdebris00,rainbow,1,1,0,1,1,0,0,3,3,3.36,1,break_piece,0x04CC21CD
0x05E52A58,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0xB993D852
0x05ED45FC,,,0,1,1,0,0,0,0,0,0,0.03,0,static,0x05ED45FC
0x060E6B25,,,0,1,1,0,0,0,0,0,0,0.03,0,,0x378BB1B8
0x0618F480,,,0,1,0,1,0,0,0,5,5,0.03,0,break_piece,0x149FC407
0x06307F5F,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x79835204
0x0630F3F8,,,0,1,0,0,1,0,0,4,4,0.61,0,break_piece,0x74474CB1
0x063218EE,maracaibo_patz73,rainbow,1,1,0,0,1,0,0,3,3,2.10,0,,0x14D94B9B
0x06357126,,,0,1,0,0,1,0,0,4,4,0.61,0,break_piece,0x74474CB1
0x063C46FD,,,0,1,0,0,0,0,0,3,3,0.03,0,break_piece,0xC56B1A44
0x0643CC5D,,,0,1,0,1,1,0,0,5,5,9.11,1,break_piece,0x25FE00A7
0x0645384B,,,0,1,0,1,1,0,0,5,5,3.75,0,intact,0xBD552CD3
0x0654AB30,,,0,1,0,0,1,0,0,3,3,2.10,0,,0x14D94B9B
0x066DAEAD,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0xC56B1A44
0x068A0D6D,bone_ramp_r,rainbow,1,1,0,0,1,0,0,4,4,6.89,1,intact,0x4FC2D374
0x069A6260,,,0,1,0,1,1,0,0,6,6,2.18,0,break_piece,0x179A7702
0x06B3BAF3,,,0,1,0,1,1,0,0,5,5,7.41,1,break_piece,0x0B7CC1B7
0x06B7DF09,,,0,1,1,0,0,0,0,0,0,0.03,0,static,0x06B7DF09
0x06C115C5,hp_spawn_i,rainbow,1,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x88612024
0x06C2C612,piece1b_propdebris72,rainbow,1,1,0,1,1,0,0,3,3,25.65,1,break_piece,0xA948DDA6
0x06D5DB5A,city_bld_corner16x16a,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x06D5DB5A
0x06E46532,piece1a_propdebris91,rainbow,1,1,0,1,1,0,0,3,3,3.87,1,break_piece,0x1923143C
0x06EFA6EB,L3_medium7,rainbow,1,1,0,0,1,0,0,5,5,1.77,0,break_piece,0xA35416A8
0x06F0F72E,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0x9FCAE910
0x0707B1FD,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x6B4D7FAF
0x07135D3C,proutpost_docka,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x07135D3C
0x0716B7E2,,,0,1,0,0,1,0,0,2,2,1.31,1,,0x33C8B389
0x07260982,,,0,1,0,0,1,0,0,3,3,5.95,1,,0x32FBE556
0x074EC106,proutpost_bld_barstand,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x074EC106
0x075503B2,,,0,1,0,0,1,0,0,3,3,0.03,1,intact,0x7604B190
0x0763EAF8,maracaibo_patz04,rainbow,1,1,0,0,1,0,0,3,3,2.10,0,,0x14D94B9B
0x0767FCC2,slice3a_propattach10_pristine,rainbow,1,1,0,1,1,0,0,4,4,4.04,0,intact,0xE6027C27
0x076BED6B,global_weapon_rpg,rainbow,1,1,2,0,0,0,0,0,0,0.98,0,static,0x076BED6B
0x0773B0A5,,,0,1,0,0,0,0,0,4,4,0.88,1,intact,0xC142F94B
0x07889DEA,slice1c_propdebris31,rainbow,1,1,0,1,1,0,0,4,4,9.79,1,break_piece,0x770E7949
0x0789FBD3,piece2g_pristine,rainbow,1,1,0,1,1,0,0,2,2,5.54,0,break_piece,0x69B776FC
0x078A0398,piece2h_ruin,rainbow,1,1,0,1,0,0,0,2,2,0.03,0,break_piece,0x91E2FC68
0x07A8C6AE,global_barrelc,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,,0x07A8C6AE
0x07BB8545,,,0,1,0,1,1,0,0,1,1,1.34,0,intact,0xBCBA07EE
0x07F0BFAF,slice2f_propattach00_pristine,rainbow,1,1,0,1,1,0,0,4,4,14.10,0,intact,0x0B7CC1B7
0x07F4EE74,port_containerd,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x07F4EE74
0x07F96BA2,port_containerb,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x07F96BA2
0x08017ADA,hp_snap_oilrig_bld_buildingA,rainbow,1,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x618526A4
0x08081D66,slice2a_propattach19_pristine,rainbow,1,1,0,1,1,0,0,4,4,4.02,0,intact,0x2171B6D7
0x080D83D1,vz_veh_apc_m113_command,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x080D83D1
0x08315650,,,0,1,0,1,1,0,0,1,1,1.31,0,intact,0xB0A0930E
0x084017EE,,,0,1,0,0,1,0,0,6,6,0.95,0,break_piece,0x8CA421C3
0x08443CF3,,,0,1,0,1,1,0,0,1,1,0.48,0,intact,0x09139BCD
0x084D1CED,,,0,1,0,1,1,0,0,5,5,8.61,0,break_piece,0xBFC09F3E
0x0859EA8A,industrial_bld_warehousesmall02,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0859EA8A
0x085C500A,,,0,1,0,1,0,0,0,4,4,0.03,0,intact,0x25FE00A7
0x085C8576,,,0,1,0,1,1,0,0,5,5,7.41,1,break_piece,0x0B7CC1B7
0x0862AA30,,,0,1,0,0,1,0,0,6,6,0.95,0,break_piece,0x8CA421C3
0x086666D2,industrial_bld_warehouse05,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x086666D2
0x0867E695,L1_closeup3,rainbow,1,1,0,0,1,0,0,6,6,1.03,0,break_piece,0x12732DD2
0x086F7000,,,0,1,0,1,0,0,0,4,4,0.03,0,break_piece,0xB0D4E642
0x08815698,piece6a_propdebris14,rainbow,1,1,0,1,1,0,0,3,3,1.68,1,break_piece,0xC68ADB00
0x0892BD9A,,,0,1,0,0,1,0,0,3,3,2.10,0,,0x14D94B9B
0x08AA9588,,,0,1,0,1,1,0,0,4,4,10.90,1,break_piece,0x2B503BD0
0x08AE7EFE,piece5p_propdebris34,rainbow,1,1,0,1,1,0,0,3,3,2.37,1,break_piece,0x50AACA22
0x08B38974,,,0,1,0,1,1,0,0,7,7,0.44,1,break_piece,0xDA219845
0x08BDB06E,,,0,1,0,1,1,0,0,2,2,0.44,0,break_piece,0xF245AC63
0x08C571AC,hp_barreltip_missileR_a,rainbow,1,1,0,0,1,0,0,5,5,0.03,1,break_piece,0x9FCAE910
0x08D14BA6,bone_h,rainbow,1,1,0,0,1,0,0,1,1,0.03,1,,0xF84AEB3C
0x08E25CDC,oc_veh_semi_fueltrailer,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x08E25CDC
0x08EC7737,piece5n_pristine,rainbow,1,1,0,1,1,0,0,2,2,15.85,0,intact,0x50AACA22
0x08F5CDE5,floor01.piece2a_propattach11_ruin,rainbow,1,1,0,1,0,0,0,4,4,0.03,0,break_piece,0xAC3CD893
0x08F8524B,hp_sawmg,rainbow,1,1,1,0,0,0,0,0,0,0.99,0,static,0xD77E96B9
0x08FAE02F,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x7604B190
0x091545FD,,,0,1,0,1,1,0,0,4,4,2.49,0,break_piece,0x7EC3FC58
0x0927AEBC,global_weapon_towtripod,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0927AEBC
0x092ACB85,sign10,rainbow,1,1,1,0,1,0,0,0,0,0.03,0,static,0x092ACB85
0x0946BC65,,,0,1,0,1,1,0,0,4,4,2.43,1,break_piece,0xE54047D5
0x0957222B,maracaibo_patz03,rainbow,1,1,0,0,1,0,0,3,3,2.10,0,,0x14D94B9B
0x0957C10E,,,0,1,0,1,0,0,0,4,4,0.03,0,break_piece,0x319D840A
0x09768360,,,0,1,0,1,1,0,0,5,5,6.32,1,break_piece,0x0B7CC1B7
0x098A2D6A,,,0,1,0,0,1,0,0,2,2,0.03,1,,0x634F1F65
0x09A24E88,,,0,1,1,0,0,0,0,0,0,0.03,0,static,0x09A24E88
0x09BC49D0,,,0,1,0,1,0,0,0,4,4,0.03,0,break_piece,0xB0D4E642
0x09D0F3C7,slice2b_propattach10,rainbow,1,1,0,0,0,0,0,3,3,0.03,1,break_piece,0x6B1DE27D
0x09D570F5,slice2b_propattach12,rainbow,1,1,0,0,0,0,0,3,3,0.03,1,break_piece,0x6B1DE27D
0x09E0247F,,,0,1,0,0,1,0,0,5,5,2.55,0,intact,0xA113D98D
0x09E07A0C,,,0,1,0,1,0,0,0,5,5,2.16,0,break_piece,0xB0D4E642
0x09E169B3,caracas_bld_historical02,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x09E169B3
0x09F538CE,,,0,1,0,0,0,0,0,7,7,0.53,1,break_piece,0x807D1C3B
0x09FDE118,,,0,1,0,1,1,0,0,1,1,0.54,0,intact,0x5C6315A6
0x0A0F1972,,,0,1,0,1,1,0,0,1,1,0.45,0,intact,0xB0A0930E
0x0A136E5D,piece5h_propdebris28,rainbow,1,1,0,1,1,0,0,3,3,3.55,1,break_piece,0x2CE290F9
0x0A1902E4,,,0,1,0,0,1,0,0,5,5,0.95,1,intact,0xC142F94B
0x0A1B3ECA,,,0,1,0,0,1,0,0,1,1,6.61,0,,0x0C653E97
0x0A1F9DFB,oilrig_att_towerdrillpipesb,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0A1F9DFB
0x0A362710,jungle_env_plantlarge01,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0A362710
0x0A364F06,,,0,1,0,0,0,0,0,2,2,0.03,1,,0x14D94B9B
0x0A49CF91,,,0,1,0,0,1,0,0,5,5,0.93,1,intact,0x12732DD2
0x0A4B4222,floor01.piece1a_propdebris27,rainbow,1,1,0,1,1,0,0,3,3,7.30,1,break_piece,0x601A1292
0x0A4B7296,,,0,1,0,0,1,0,0,6,6,1.39,0,break_piece,0x0065B09D
0x0A5B9F32,hp_camera_b,rainbow,1,1,0,0,1,0,0,1,1,0.03,1,,0xBEC05BF8
0x0A5D9EA3,village_bld_house02,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0A5D9EA3
0x0A6269EA,caracas_bld_governmentcorner01,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0A6269EA
0x0A65271C,,,0,1,0,0,1,0,0,6,6,1.13,0,break_piece,0xF88147A1
0x0A65C93F,slice4a_propattach09_ruin,rainbow,1,1,0,1,0,0,0,4,4,0.03,0,break_piece,0xE6027C27
0x0A8AF517,,,0,1,0,0,1,0,0,3,3,2.55,0,,0x14D94B9B
0x0A8E25B1,piece6a_propdebris19,rainbow,1,1,0,1,1,0,0,3,3,1.68,1,break_piece,0xC68ADB00
0x0A8F7245,,,0,1,0,0,1,0,0,3,3,2.55,0,,0x14D94B9B
0x0A9ABCD8,floor03.piece1a_propdebris16,rainbow,1,1,0,1,1,0,0,3,3,5.00,1,break_piece,0xCA3AC936
0x0AAC901C,piece4c_propdebris10,rainbow,1,1,0,1,1,0,0,3,3,2.65,1,break_piece,0xFA83AC18
0x0AAE6D5A,,,0,1,1,0,0,0,0,0,0,0.03,0,static,0x0AAE6D5A
0x0AB98759,,,0,1,0,1,0,0,0,4,4,0.03,0,break_piece,0x155E5F33
0x0ABD9530,,,0,1,0,1,1,0,0,5,5,6.09,0,break_piece,0x319D840A
0x0AD75BF5,,,0,1,0,0,1,0,0,3,3,1.56,1,,0x32FBE556
0x0AE956F2,hp_seat_ciwsfl,rainbow,1,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x25FE00A7
0x0AED8898,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0x319D840A
0x0AF7C3CD,,,0,1,0,0,1,0,0,5,5,0.97,1,break_piece,0x19E2962E
0x0B22C998,bullbar_horn_cage_l_ruin,rainbow,1,1,0,1,1,0,0,4,4,6.56,0,break_piece,0xB993D852
0x0B294CBA,,,0,1,0,0,1,0,0,6,6,3.81,0,break_piece,0xEAA1C080
0x0B362554,floor02.piece1b_propattach00_pristine,rainbow,1,1,0,1,1,0,0,4,4,12.33,0,intact,0xD23F52FC
0x0B3AD836,,,0,1,0,0,1,0,0,6,6,1.04,0,break_piece,0x80C357EC
0x0B4C79B4,aloutpost_bld_alarmtower_pristine_lod_propattach6,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0B4C79B4
0x0B5337C9,,,0,1,0,1,1,0,0,4,4,3.63,0,break_piece,0x7EC3FC58
0x0B554F94,,,0,1,0,1,1,0,0,1,1,0.27,0,break_piece,0x0D0B8CF5
0x0B63C35C,slice2a_propattach06_ruin,rainbow,1,1,0,1,0,0,0,4,4,0.03,0,break_piece,0xE6027C27
0x0B652059,,,0,1,0,0,1,0,0,4,4,0.03,1,break_piece,0x3F6D97ED
0x0B66BF81,,,0,1,0,1,1,0,0,4,4,3.21,0,break_piece,0x7EC3FC58
0x0B674D71,slice1b_propdebris71,rainbow,1,1,0,1,1,0,0,4,4,4.95,1,break_piece,0x964451A0
0x0B6B524B,hp_fx_explosionI,rainbow,1,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x618526A4
0x0B6FCF79,hp_fx_explosionK,rainbow,1,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x618526A4
0x0B711E0A,hp_mlrsrocket,rainbow,1,1,1,0,1,0,0,0,0,3.51,0,,0x59A75C88
0x0B74CC80,,,0,1,1,0,1,0,0,0,0,39.18,0,,0x0B74CC80
0x0B7CC1B7,island_bld_fortress01,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0B7CC1B7
0x0B9D5ABB,piece3g_propdebris14,rainbow,1,1,0,1,1,0,0,3,3,1.97,1,break_piece,0xA1A48E75
0x0BA6B10E,,,0,1,0,0,1,0,0,3,3,0.65,1,break_piece,0x461F1A3A
0x0BB034DD,global_billboard05,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0BB034DD
0x0BB1C7EA,floor02.piece1a_propdebris35,rainbow,1,1,0,1,1,0,0,3,3,11.88,1,break_piece,0x601A1292
0x0BBD20A3,global_fruitboxe,rainbow,1,1,1,0,1,0,0,0,0,0.79,0,,0x0BBD20A3
0x0BC477CE,,,0,1,0,0,1,0,0,4,4,0.03,1,break_piece,0xC1EEB3B3
0x0BD718A8,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0x3FF2692D
0x0BEF7E7B,city_bld_storefronte,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0BEF7E7B
0x0C04A3C0,,,0,1,1,0,1,0,0,0,0,3.61,0,,0x0C04A3C0
0x0C25090B,,,0,1,0,0,0,0,0,2,2,0.03,1,,0x14D94B9B
0x0C298639,,,0,1,0,0,0,0,0,2,2,0.03,1,,0x14D94B9B
0x0C29BB17,,,0,1,0,0,1,0,0,4,4,2.80,1,break_piece,0x74EB59B1
0x0C336A4B,commercial_walllong_pristine,rainbow,1,1,1,0,1,0,0,0,0,16.40,0,,0x0C336A4B
0x0C3B85E3,merida_universityfence,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0C3B85E3
0x0C3DA7BE,,,0,1,0,0,1,0,0,3,3,0.03,1,intact,0xFF7ABB3B
0x0C40C995,piece1a_propattach14,rainbow,1,1,0,0,0,0,0,3,3,0.03,1,break_piece,0xE5133554
0x0C4DB73B,,,0,1,0,1,0,0,0,4,4,0.03,0,break_piece,0x77A20DC0
0x0C590257,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0xE59723FD
0x0C5D3B85,slice2f,rainbow,2,1,0,0,0,0,0,1,1,0.03,0,static,0x0B7CC1B7
0x0C5E3C74,slice3a_propattach13,rainbow,1,1,0,0,0,0,0,3,3,0.03,1,break_piece,0xE6027C27
0x0C603A00,,,0,1,0,0,1,0,0,3,3,0.03,1,intact,0xFF7ABB3B
0x0C61F86A,hp_al01_starter,rainbow,1,1,0,0,1,0,0,1,1,0.03,1,,0x23522367
0x0C653E97,,,0,1,1,0,0,0,0,0,0,0.03,0,,0x0C653E97
0x0C6711B3,,,0,1,0,0,22,0,0,2,2,2.17,0,,0x307D6AE1
0x0C68B0DA,,,0,1,0,1,1,0,0,6,6,1.86,0,intact,0x5B172306
0x0C959690,,,0,1,0,0,0,0,0,2,2,1.64,1,,0x33C8B389
0x0C9CA601,,,0,1,1,0,0,0,0,0,0,0.03,0,static,0x0C9CA601
0x0C9EC0CD,,,0,1,0,0,0,0,0,4,4,0.98,1,intact,0x22BA44C8
0x0CABC304,slice2a_propattach16,rainbow,1,1,0,0,0,0,0,3,3,0.03,1,break_piece,0x2171B6D7
0x0CAE2C63,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x516CE83D
0x0CAEDA7E,,,0,1,0,0,1,0,0,3,3,0.03,1,intact,0xBBD8D408
0x0CAF1461,grid,rainbow,1,1,1,0,1,0,0,0,0,0.54,0,,0x99EEAB67
0x0CCE47DD,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0x6B1DE27D
0x0CD33B48,,,0,1,1,0,0,0,0,0,0,0.03,0,static,0xFE8428E7
0x0CF6128E,floor01.slice2c_propdebris00,rainbow,1,1,0,1,1,0,0,4,4,8.08,1,break_piece,0x149FC407
0x0CFE172D,caracas_walllong_pristine,rainbow,1,1,1,0,1,0,0,0,0,16.39,0,,0x0CFE172D
0x0D099328,,,0,1,0,0,1,0,0,3,3,2.55,0,,0x14D94B9B
0x0D0E1056,,,0,1,0,0,1,0,0,3,3,2.55,0,,0x14D94B9B
0x0D2172B7,outskirt_bld_house01,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0D2172B7
0x0D40943F,piece2h_propdebris18,rainbow,1,1,0,1,1,0,0,3,3,4.44,1,break_piece,0x91E2FC68
0x0D4526EA,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0xC56B1A44
0x0D461AEA,slice1c_propdebris44,rainbow,1,1,0,1,1,0,0,4,4,6.50,1,break_piece,0x383D01E1
0x0D466410,,,0,1,0,1,1,0,0,6,6,1.03,1,break_piece,0xF762CFC3
0x0D47205D,,,0,1,0,1,0,0,0,5,5,0.03,0,break_piece,0x149FC407
0x0D4FA498,global_weapon_c4water,rainbow,1,1,1,0,0,0,0,0,0,0.25,0,,0x0D4FA498
0x0D52149A,dlc_outskirt_interior_sound_jukebox,rainbow,1,1,1,0,1,0,0,0,0,0.03,0,,0x0D52149A
0x0D554347,,,0,1,0,0,1,0,0,7,7,0.78,1,break_piece,0x25B3F7BC
0x0D5A6FA4,,,0,1,0,0,0,0,0,1,1,0.03,0,,0x307D6AE1
0x0D5FCA87,,,0,1,0,0,1,0,0,3,3,0.03,0,break_piece,0x1203E036
0x0D80AAC5,,,0,1,1,0,0,0,0,0,0,0.03,0,,0x0D80AAC5
0x0D811EA3,piece1a_propdebris61,rainbow,1,1,0,1,1,0,0,3,3,10.02,1,break_piece,0x3601FC68
0x0D95F392,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0x618526A4
0x0DA644FB,slice6d_propdebris07,rainbow,1,1,0,1,1,0,0,3,3,4.46,1,break_piece,0x04CC21CD
0x0DAAC229,slice6d_propdebris05,rainbow,1,1,0,1,1,0,0,3,3,3.30,1,break_piece,0x04CC21CD
0x0DAEE9F7,L3_faraway1,rainbow,1,1,0,0,1,0,0,5,5,4.38,0,intact,0xA26387A9
0x0DB9CF26,slice4b_propdebris15,rainbow,1,1,0,1,1,0,0,4,4,4.59,1,break_piece,0x1A74D3EE
0x0DBB4F34,hp_weapon_a,rainbow,1,1,0,0,1,0,0,1,1,0.03,1,,0x223593E1
0x0DBC347C,,,0,1,1,0,1,0,0,0,0,24.76,0,,0x0DBC347C
0x0DC0AFB8,,,0,1,0,0,1,0,0,6,6,1.03,0,break_piece,0x12732DD2
0x0DC57B71,,,0,1,0,0,1,0,0,4,4,0.61,1,intact,0x2255CE3E
0x0DD795FA,piece6d_propdebris06,rainbow,1,1,0,1,1,0,0,3,3,1.23,1,break_piece,0x8E8ED4C0
0x0DDED923,vzoutpost_wallb_oc,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0DDED923
0x0DDEDF7C,slice5c_propdebris02,rainbow,1,1,0,1,1,0,0,3,3,2.99,1,break_piece,0x04CC21CD
0x0DDFD017,,,0,1,0,0,1,0,0,6,6,1.39,0,break_piece,0x0065B09D
0x0DE76865,,,0,1,0,0,1,0,0,4,4,0.03,1,break_piece,0xA113D98D
0x0DE7E622,merida_plazastatue,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0DE7E622
0x0DE8CDFB,,,0,1,0,0,1,0,0,4,4,0.03,1,break_piece,0xC142F94B
0x0DF65137,piece7a_propdebris41,rainbow,1,1,0,1,1,0,0,3,3,1.64,1,break_piece,0xCE866A6A
0x0E0362D2,,,0,1,0,0,1,0,0,6,6,1.05,0,break_piece,0x95F4BA55
0x0E116892,,,0,1,0,0,1,0,0,3,3,0.03,1,break_piece,0xB6B946F4
0x0E28F272,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0xBFC09F3E
0x0E305AD4,,,0,1,0,0,1,0,0,3,3,1.69,1,,0x32FBE556
0x0E3C6FA4,hp_ch01_player,rainbow,1,1,0,0,1,0,0,1,1,0.03,1,,0x8456CC17
0x0E4FBF21,,,0,1,0,1,1,0,0,5,5,0.70,1,break_piece,0xC939089F
0x0E503A9A,,,0,1,0,0,1,0,0,3,3,2.10,0,,0x14D94B9B
0x0E721DE9,floor02.piece1a_propattach00_ruin,rainbow,1,1,0,1,1,0,0,4,4,38.33,1,intact,0xCA3AC936
0x0E844C45,vzoutpost_bld_barrack,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0E844C45
0x0E9502CF,oc_veh_truck_ext,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0E9502CF
0x0EAE01ED,slice3e_propdebris03,rainbow,1,1,0,1,1,0,0,3,3,1.91,1,break_piece,0x04CC21CD
0x0EC77F0E,,,0,1,0,1,1,0,0,5,5,1.73,1,break_piece,0xC1527544
0x0ECF1683,,,0,1,0,1,0,0,0,5,5,0.03,0,break_piece,0x149FC407
0x0EDFAFFF,global_env_palmtreebend01,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0EDFAFFF
0x0EE2CB61,,,0,1,0,0,1,0,0,3,3,0.03,1,intact,0xE59723FD
0x0EE5CDCD,slice2i_interior,rainbow,1,1,0,1,1,0,0,3,3,36.46,0,break_piece,0x0B7CC1B7
0x0EE7E309,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0xCA20C1D9
0x0EED0B90,,,0,1,0,0,1,0,0,6,6,0.03,1,break_piece,0xB0D4E642
0x0F0A2A0A,,,0,1,0,0,1,0,0,5,5,0.03,1,break_piece,0x6B1DE27D
0x0F10656F,,,0,1,0,0,1,0,0,4,4,1.98,1,intact,0x22BA44C8
0x0F13CC57,,,0,1,0,0,1,0,0,6,6,3.80,0,break_piece,0xDDE0070C
0x0F1D2F26,slice4a_propattach11_ruin,rainbow,1,1,0,1,0,0,0,4,4,0.03,0,break_piece,0xE6027C27
0x0F1D3E7D,,,0,1,0,1,1,0,0,1,1,0.54,0,intact,0xF245AC63
0x0F28C6DC,slice1q_ruin,rainbow,1,1,0,1,1,0,0,2,2,18.97,0,intact,0x805C965E
0x0F2DEF5E,vzoutpost_walla_pr,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0F2DEF5E
0x0F335D26,,,0,1,1,0,0,0,0,0,0,0.03,0,static,0x0F335D26
0x0F3B0980,floor01.piece5i_propdebris03_ruic,rainbow,1,1,0,0,0,0,0,3,3,0.03,1,break_piece,0x74474CB1
0x0F4FCDC6,port_dockloading,rainbow,1,1,1,0,1,0,0,0,0,35.14,0,,0x0F4FCDC6
0x0F53B5CA,piece8k_propdebris12,rainbow,1,1,0,1,1,0,0,3,3,1.12,1,break_piece,0x8E8ED4C0
0x0F98E80F,,,0,1,0,1,0,0,0,4,4,0.03,0,break_piece,0xB0D4E642
0x0F9B9B04,civ_veh_car_r90_limo,rainbow,1,1,1,0,0,0,0,0,0,0.03,0,static,0x0F9B9B04
0x0FA732E9,piece5l_propdebris28,rainbow,1,1,0,1,1,0,0,3,3,3.62,1,break_piece,0x50AACA22
0x0FB3E6EB,,,0,1,0,0,1,0,0,6,6,1.03,0,break_piece,0x12732DD2
0x0FCA1E1D,piece9a_propdebris05,rainbow,1,1,0,1,1,0,0,3,3,2.58,1,break_piece,0xF08D5BB5
0x0FCA34B7,,,0,1,0,1,0,0,0,5,5,0.03,1,break_piece,0x149FC407
0x0FD4CF38,slice4a_propattach06_pristine,rainbow,1,1,0,1,1,0,0,4,4,0.64,0,break_piece,0xE6027C27
0x0FD7DFA1,,,0,1,0,0,1,0,0,3,3,0.03,1,intact,0xFF7ABB3B
0x0FEC6D73,,,0,1,0,1,1,0,0,5,5,3.81,1,break_piece,0xC939089F
0x0FF16E33,global_feather_fxmodel_b,rainbow,1,1,1,0,1,0,0,0,0,0.83,0,,0x0FF16E33
