model,node_idx,hash,parent,depth,wx,wy,wz,leaf,in_swit
0x383D01E1,85,0x9709979F,0x55757568,4,-12.2383,22.7500,9.9496,1,1
0x383D01E1,86,0xCD22E928,0x3F77915D,4,-18.6058,10.6726,-3.9277,1,1
0x964451A0,0,0x964451A0,,0,0.0000,0.0000,0.0000,0,0
0x964451A0,1,0x5E404CA9,0x964451A0,1,0.0000,0.0000,0.0000,0,0
0x964451A0,2,0x6237F34C,0x5E404CA9,2,0.0000,0.0000,0.0000,0,1
0x964451A0,3,0x79FD3B48,0x6237F34C,3,0.0000,0.0000,0.0000,0,1
0x964451A0,4,0x4E03FEF3,0x79FD3B48,4,30.3291,32.1082,-0.0809,1,1
0x964451A0,5,0xEBFCA8E8,0x79FD3B48,4,22.9991,28.0039,-5.2292,1,1
0x964451A0,6,0xD5FEC4DD,0x79FD3B48,4,12.8890,28.2179,-8.2658,1,1
0x964451A0,7,0x53F73C72,0x79FD3B48,4,12.8897,28.2184,8.2090,1,1
0x964451A0,8,0x75F9B08F,0x79FD3B48,4,16.8599,29.6164,8.2054,1,1
0x964451A0,9,0x53F2BF44,0x79FD3B48,4,22.6500,27.3839,5.3185,1,1
0x964451A0,10,0x2EB34FC4,0x6237F34C,3,11.6249,31.9718,7.4311,0,0
0x964451A0,11,0xA4FA927D,0x2EB34FC4,4,11.6249,31.9718,7.4311,0,1
0x964451A0,12,0x56D6AE31,0xA4FA927D,5,11.6249,31.9718,7.4311,1,1
0x964451A0,13,0x443DE524,0x964451A0,1,0.0000,0.0000,0.0000,0,0
0x964451A0,14,0x56055623,0x443DE524,2,0.0000,0.0000,0.0000,0,1
0x964451A0,15,0x671227EB,0x56055623,3,0.0000,0.0000,0.0000,0,1
0x964451A0,16,0x8B52FC39,0x671227EB,4,-8.7257,28.4643,5.2240,1,1
0x964451A0,17,0x895FC506,0x671227EB,4,0.1326,26.1062,5.3726,1,1
0x964451A0,18,0x0B674D71,0x671227EB,4,9.0753,28.4643,5.2240,1,1
0x964451A0,19,0x91644ECC,0x671227EB,4,9.0753,28.4643,-5.2341,1,1
0x964451A0,20,0xFDE5D252,0x671227EB,4,-1.4375,28.0039,-5.2608,1,1
0x964451A0,21,0xB5D7712F,0x964451A0,1,0.0000,0.0000,0.0000,1,1
0x964451A0,22,0x5E3BCF7B,0x964451A0,1,0.0000,0.0000,0.0000,0,0
0x964451A0,23,0xFAD780B2,0x5E3BCF7B,2,0.0000,0.0000,0.0000,0,1
0x964451A0,24,0x4FDCA56A,0xFAD780B2,3,0.0000,0.0000,0.0000,0,1
0x964451A0,25,0x109B75F2,0x4FDCA56A,4,-21.4729,29.3191,-5.2122,1,1
0x964451A0,26,0x2AACE801,0x4FDCA56A,4,-15.8026,29.3191,8.2282,1,1
0x964451A0,27,0x30AAB2DC,0x4FDCA56A,4,-15.0470,25.7507,-8.4117,1,1
0x964451A0,28,0xB2B6B875,0x4FDCA56A,4,-27.1900,29.0055,3.8068,1,1
0x964451A0,29,0x88B437C0,0x4FDCA56A,4,-30.2287,30.9448,-0.0640,1,1
0x964451A0,30,0xBD7008F2,0xFAD780B2,3,-19.1804,31.9718,-3.9966,0,0
0x964451A0,31,0x3CC2A6BB,0xBD7008F2,4,-19.1804,31.9718,-3.9966,0,1
0x964451A0,32,0x33C9D423,0x3CC2A6BB,5,-19.1804,31.9718,-3.9966,1,1
0x964451A0,33,0x5382B35E,0x6237F34C,3,15.2694,31.2346,-0.7551,1,0
0x964451A0,34,0x14886128,0x6237F34C,3,12.2938,13.2007,-7.9159,1,0
0x964451A0,35,0x9E8568CF,0x6237F34C,3,12.2938,13.2024,7.9159,1,0
0x964451A0,36,0xF8A9D6C3,0x2EB34FC4,4,11.6249,31.9718,7.4311,1,1
0x964451A0,37,0x48B5B749,0x6237F34C,3,15.7500,11.2500,8.0000,0,0
0x964451A0,38,0x4C02246C,0x48B5B749,4,15.7500,11.2500,8.0000,1,1
0x964451A0,39,0xA6ADFC7E,0x6237F34C,3,17.2500,31.0000,-8.0000,0,0
0x964451A0,40,0xF632B2F1,0xA6ADFC7E,4,17.2500,31.0000,-8.0000,1,1
0x964451A0,41,0xC8B0709B,0x6237F34C,3,14.2500,8.5000,-8.0000,0,0
0x964451A0,42,0x50327BD2,0xC8B0709B,4,14.2500,8.5000,-8.0000,0,1
0x964451A0,43,0xD92F59B8,0x50327BD2,5,14.2500,9.1187,-8.0000,1,0
0x964451A0,44,0xC6BD3968,0x6237F34C,3,14.2500,8.5000,8.0000,0,0
0x964451A0,45,0x1128A39F,0xC6BD3968,4,14.2500,8.5000,8.0000,0,1
0x964451A0,46,0xD06E94B5,0x1128A39F,5,14.2500,9.1187,8.0000,1,0
0x964451A0,47,0x7589A4A9,0xFAD780B2,3,-15.0763,31.2346,-0.7551,1,0
0x964451A0,48,0xCC5594BD,0xBD7008F2,4,-19.1804,31.9718,-3.9966,1,1
0x964451A0,49,0xDF727D0F,0xFAD780B2,3,-22.2500,11.2500,5.0000,0,0
0x964451A0,50,0x46A08F9E,0xDF727D0F,4,-22.2500,11.2500,5.0000,1,1
0x964451A0,51,0x55757568,0xFAD780B2,3,-22.0000,11.2500,-5.0000,0,0
0x964451A0,52,0x9709979F,0x55757568,4,-22.0000,11.2500,-5.0000,1,1
0x964451A0,53,0x3F77915D,0xFAD780B2,3,-17.2500,4.5000,-8.0000,0,0
0x964451A0,54,0xCD22E928,0x3F77915D,4,-17.2500,4.5000,-8.0000,0,1
0x964451A0,55,0x65026CDE,0xCD22E928,5,-17.2500,5.1187,-8.0000,1,0
0x964451A0,56,0x3566387E,0xFAD780B2,3,-17.2500,4.5000,8.0000,0,0
0x964451A0,57,0x7C13A6F1,0x3566387E,4,-17.2500,4.5000,8.0000,0,1
0x964451A0,58,0xD478E15F,0x7C13A6F1,5,-17.2500,5.1187,8.0000,1,0
0xB6357976,0,0xB6357976,,0,0.0000,0.0000,0.0000,0,0
0xB6357976,1,0x501D5FD7,0xB6357976,1,0.0000,0.0000,0.0000,0,0
0xB6357976,2,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0xB6357976,3,0xB5D7712F,0xB6357976,1,0.0000,0.0000,0.0000,1,1
0xB6357976,4,0x443DE524,0xB6357976,1,0.0000,0.0000,0.0000,0,0
0xB6357976,5,0x56055623,0x443DE524,2,0.0000,0.0000,0.0000,0,1
0xB6357976,6,0x671227EB,0x56055623,3,0.0000,0.0000,0.0000,0,1
0xB6357976,7,0x93CE8323,0x671227EB,4,-8.3837,31.2314,8.9154,1,1
0xB6357976,8,0x79D098CC,0x671227EB,4,-8.8173,35.5557,-9.4200,1,1
0xB6357976,9,0xF3D39771,0x671227EB,4,-13.8908,35.9762,-2.8046,1,1
0xB6357976,10,0x272A6D5B,0x671227EB,4,-14.1177,30.7353,1.4249,1,1
0xB6357976,11,0x5E3BCF7B,0xB6357976,1,0.0000,0.0000,0.0000,0,0
0xB6357976,12,0xFAD780B2,0x5E3BCF7B,2,0.0000,0.0000,0.0000,0,1
0xB6357976,13,0x4FDCA56A,0xFAD780B2,3,0.0000,0.0000,0.0000,0,1
0xB6357976,14,0x0527F93E,0x4FDCA56A,4,13.3191,35.9762,-2.8046,1,1
0xB6357976,15,0x2F4D0C35,0x4FDCA56A,4,13.0922,30.7353,1.4249,1,1
0xB6357976,16,0x054A8B80,0x4FDCA56A,4,9.4446,31.2314,8.9154,1,1
0xB6357976,17,0x873E8C33,0x4FDCA56A,4,9.0110,35.5557,-9.4200,1,1
0xB6357976,18,0x5382B35E,0x56055623,3,-4.6904,37.5029,4.3098,1,0
0xB6357976,19,0xB38E2FF0,0x56055623,3,-3.2187,37.4971,-4.8009,1,0
0xB6357976,20,0xEBBF5043,0x56055623,3,0.0000,0.0000,0.0000,1,0
0xB6357976,21,0x9E8568CF,0x56055623,3,-2.4305,7.2500,7.8481,1,0
0xB6357976,22,0x9D8BCEB7,0xFAD780B2,3,2.8363,37.4971,-4.8009,1,0
0xB6357976,23,0x14886128,0xFAD780B2,3,2.4093,11.2500,-7.8481,1,0
0xF7DCE388,0,0xF7DCE388,,0,0.0000,0.0000,0.0000,0,0
0xF7DCE388,1,0x501D5FD7,0xF7DCE388,1,0.0000,0.0000,0.0000,0,0
0xF7DCE388,2,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0xF7DCE388,3,0x9930D1D6,0x8C314A58,3,0.3376,0.1296,0.0000,1,1
0xF7DCE388,4,0x1B385A41,0x8C314A58,3,-4.3387,0.1296,0.0000,1,1
0xF7DCE388,5,0x2136251C,0x8C314A58,3,4.8191,0.1296,0.0000,1,1
0xF7DCE388,6,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0x14400F0B,0,0x14400F0B,,0,0.0000,0.0000,0.0000,0,0
0x14400F0B,1,0xCF37044A,0x14400F0B,1,0.0000,0.0000,0.0000,1,0
0x14400F0B,2,0x5E3BCF7B,0x14400F0B,1,0.0000,0.0000,0.0000,0,0
0x14400F0B,3,0xFAD780B2,0x5E3BCF7B,2,0.0000,0.0000,0.0000,1,1
0x14400F0B,4,0x8F27AA8C,0x5E3BCF7B,2,0.0000,0.0000,0.0000,1,1
0x14400F0B,5,0x5382B35E,0x14400F0B,1,-5.7054,23.8261,-5.9592,1,0
0x14400F0B,6,0x7589A4A9,0x14400F0B,1,-4.7419,23.8261,1.6806,1,0
0x14400F0B,7,0x5D27E761,0x14400F0B,1,-0.9167,12.0000,-3.9423,1,0
0x14400F0B,8,0xEBBF5043,0x14400F0B,1,3.5551,15.9556,3.5409,1,0
0x14400F0B,9,0x14886128,0x14400F0B,1,5.3329,17.0227,-3.1180,1,0
0x14400F0B,10,0x9E8568CF,0x14400F0B,1,-3.3110,21.5895,4.4615,1,0
0x14400F0B,11,0x7C82F4B2,0x14400F0B,1,-6.9390,17.5895,1.5895,1,0
0x14400F0B,12,0x9680DF09,0x14400F0B,1,-5.5895,13.0895,-7.9390,1,0
0x14448C39,0,0x14448C39,,0,0.0000,0.0000,0.0000,0,0
0x14448C39,1,0x84536B11,0x14448C39,1,0.0000,0.0000,0.0000,0,0
0x14448C39,2,0xC945B282,0x84536B11,2,0.0000,0.0000,0.0000,1,1
0x14448C39,3,0xD5447B84,0x84536B11,2,0.0000,0.0000,0.0000,0,1
0x14448C39,4,0x024BE2A6,0x14448C39,1,0.0000,0.0000,0.0000,0,0
0x14448C39,5,0x846B4EC9,0x024BE2A6,2,0.0000,0.0000,0.0000,0,1
0x14448C39,6,0x44A2FFFF,0x024BE2A6,2,0.0000,0.0000,0.0000,1,1
0x14448C39,7,0x443DE524,0x14448C39,1,0.0000,0.0000,0.0000,0,0
0x14448C39,8,0x56055623,0x443DE524,2,0.0000,0.0000,0.0000,0,1
0x14448C39,9,0xB2C8BB5D,0x443DE524,2,0.0000,0.0000,0.0000,1,1
0x14448C39,10,0x5E3BCF7B,0x14448C39,1,0.0000,0.0000,0.0000,0,0
0x14448C39,11,0xFAD780B2,0x5E3BCF7B,2,0.0000,0.0000,0.0000,0,1
0x14448C39,12,0x8F27AA8C,0x5E3BCF7B,2,0.0000,0.0000,0.0000,1,1
0x14448C39,13,0xCF37044A,0x14448C39,1,0.0000,0.0000,0.0000,1,0
0x14448C39,14,0x4C9F8D30,0xD5447B84,3,0.0000,0.0000,0.0000,1,1
0x14448C39,15,0xBA7D3585,0x846B4EC9,3,0.0000,0.0000,0.0000,1,1
0x14448C39,16,0x671227EB,0x56055623,3,0.0000,0.0000,0.0000,1,1
0x14448C39,17,0x4FDCA56A,0xFAD780B2,3,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,0,0x1A74D3EE,,0,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,1,0xB5D7712F,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,2,0xE5784777,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,3,0x9ED28816,0xE5784777,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,4,0xF9E56F16,0x9ED28816,3,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,5,0x95BF226C,0xF9E56F16,4,6.9359,24.8362,2.8046,1,1
0x1A74D3EE,6,0x8FC15791,0xF9E56F16,4,12.5186,24.7640,1.3140,1,1
0x1A74D3EE,7,0x0DB9CF26,0xF9E56F16,4,10.7568,24.6242,-3.4269,1,1
0x1A74D3EE,8,0x2FBC4343,0xF9E56F16,4,6.9290,24.1458,-2.2910,1,1
0x1A74D3EE,9,0xFB7AA8B0,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,10,0xA0CAEA97,0xFB7AA8B0,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,11,0x1F6A3D5D,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,12,0xC17C2D28,0x1F6A3D5D,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,13,0xFCE1E35A,0xC17C2D28,3,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,14,0xF79130E3,0xFCE1E35A,4,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,15,0x9D5E37C4,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,16,0x72E40EC3,0x9D5E37C4,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,17,0x074CEC0B,0x72E40EC3,3,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,18,0x84536B11,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,19,0xD5447B84,0x84536B11,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,20,0xED60F160,0xD5447B84,3,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,21,0xBCCEF3A9,0xED60F160,4,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,22,0x024BE2A6,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,23,0x846B4EC9,0x024BE2A6,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,24,0x54EDEC9C,0x846B4EC9,3,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,25,0x22AB4855,0x54EDEC9C,4,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,26,0x0C58BE57,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,27,0x679E2A76,0x0C58BE57,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,28,0x5E34D076,0x679E2A76,3,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,29,0x5E404CA9,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,30,0x6237F34C,0x5E404CA9,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,31,0x79FD3B48,0x6237F34C,3,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,32,0x443DE524,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,33,0x56055623,0x443DE524,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,34,0x6837169E,0x56055623,3,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,35,0x52919157,0x6837169E,4,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,36,0x5E3BCF7B,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,37,0xFAD780B2,0x5E3BCF7B,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,38,0xA1CC8878,0xFAD780B2,3,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,39,0x19A3B8DC,0xA1CC8878,4,0.0000,0.0000,0.0000,1,0
0x1A74D3EE,40,0x0376381A,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,41,0x495D7CA3,0x0376381A,2,0.0000,0.0000,0.0000,0,1
0x1A74D3EE,42,0xAEC2A18E,0x495D7CA3,3,12.4242,17.3600,-5.8961,1,1
0x1A74D3EE,43,0x90C4B0EB,0x495D7CA3,3,15.3450,13.5724,-9.0595,1,1
0x1A74D3EE,44,0x638AFBD5,0x0376381A,2,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,45,0xC4432BD2,0x1A74D3EE,1,0.0000,0.0000,0.0000,0,0
0x1A74D3EE,46,0x1D1A949D,0xC4432BD2,2,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,47,0xCF37044A,0x1A74D3EE,1,0.0000,0.0000,0.0000,1,0
0x1A74D3EE,48,0xDF6639E0,0xB5D7712F,2,-15.1244,11.7373,-14.6040,1,0
0x1A74D3EE,49,0xAA5FBFBF,0xA0CAEA97,3,9.7352,21.4850,10.5656,1,0
0x1A74D3EE,50,0x34CE9E99,0xA0CAEA97,3,9.7355,24.2816,10.4730,1,0
0x1A74D3EE,51,0x5AD11902,0xA0CAEA97,3,12.3443,21.0801,12.3473,1,0
0x1A74D3EE,52,0x3CD3285F,0xA0CAEA97,3,12.8774,21.3682,5.7953,1,0
0x1A74D3EE,53,0x485869B4,0xA0CAEA97,3,12.3430,16.2801,12.3473,1,0
0x1A74D3EE,54,0x225A6C79,0xA0CAEA97,3,12.8762,13.3682,5.7953,1,0
0x1A74D3EE,55,0x11BB90E7,0xA0CAEA97,3,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,56,0x9E824415,0xFCE1E35A,4,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,57,0x4C9F8D30,0xD5447B84,3,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,58,0xAA9072C7,0xED60F160,4,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,59,0x69F39EAB,0x54EDEC9C,4,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,60,0xB2D620B8,0x6237F34C,3,-10.3591,21.2011,-10.0611,1,0
0x1A74D3EE,61,0xC053166E,0x6237F34C,3,-10.3591,12.3982,-10.0611,1,0
0x1A74D3EE,62,0x4A355711,0x6837169E,4,0.0000,0.0000,0.0000,1,1
0x1A74D3EE,63,0xEA956BBA,0x495D7CA3,3,15.0883,12.5991,-7.1307,1,0
0x1A74D3EE,64,0x84F5A7EF,0x495D7CA3,3,10.7949,14.3627,-7.1307,1,0
0x35DCB88C,0,0x49A4994B,,0,0.0000,0.0000,0.0000,0,0
0x35DCB88C,1,0x501D5FD7,0x49A4994B,1,0.0000,0.0000,0.0000,0,0
0x35DCB88C,2,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0x35DCB88C,3,0xE5C12D86,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,4,0x07C3A1A3,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,5,0x85CFA0F0,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,6,0xEFD28665,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,7,0x8DCB305A,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,8,0x6FCD3FB7,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,9,0x1B24D289,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,10,0x01226B04,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,11,0xA33DAD87,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,12,0x813B396A,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,13,0xA3422AB5,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,14,0x793FAA00,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,15,0xFB33AAB3,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,16,0x9930D1D6,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,17,0x1B385A41,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,18,0x2136251C,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x35DCB88C,19,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0x7C77ACCB,0,0x7C77ACCB,,0,0.0000,0.0000,0.0000,0,0
0x7C77ACCB,1,0x1F6A3D5D,0x7C77ACCB,1,0.0000,0.0000,0.0000,0,0
0x7C77ACCB,2,0xC17C2D28,0x1F6A3D5D,2,0.0000,0.0000,0.0000,0,1
0x7C77ACCB,3,0x18138FD0,0xC17C2D28,3,14.2248,35.3337,-12.7812,0,0
0x7C77ACCB,4,0x54C49199,0x18138FD0,4,14.2248,35.3337,-12.7812,0,1
0x7C77ACCB,5,0x74C07AA5,0x54C49199,5,14.2248,35.3337,-12.7812,1,1
0x7C77ACCB,6,0x0215ABC5,0xC17C2D28,3,11.3947,39.1594,-11.6555,0,0
0x7C77ACCB,7,0x17755A46,0x0215ABC5,4,11.3947,39.1594,-11.6555,0,1
0x7C77ACCB,8,0x5E2BF886,0x17755A46,5,11.3947,39.1594,-11.6555,1,1
0x7C77ACCB,9,0x83DC5BDE,0x1F6A3D5D,2,0.0000,0.0000,0.0000,1,1
0x7C77ACCB,10,0x024BE2A6,0x7C77ACCB,1,0.0000,0.0000,0.0000,0,0
0x7C77ACCB,11,0x846B4EC9,0x024BE2A6,2,0.0000,0.0000,0.0000,0,1
0x7C77ACCB,12,0x9B47BF8D,0x846B4EC9,3,8.0238,27.2948,2.3337,0,0
0x7C77ACCB,13,0x818416CE,0x9B47BF8D,4,8.0238,27.2948,2.3337,1,1
0x7C77ACCB,14,0x7B430FFF,0x846B4EC9,3,14.0000,9.0000,-4.3660,0,0
0x7C77ACCB,15,0xEDA015E0,0x7B430FFF,4,14.0000,9.0000,-4.3660,0,1
0x7C77ACCB,16,0xE40017C4,0xEDA015E0,5,14.0000,9.0000,-4.3660,1,1
0x7C77ACCB,17,0x19403722,0x846B4EC9,3,14.0000,5.0000,-4.3628,0,0
0x7C77ACCB,18,0x6D29A6EB,0x19403722,4,14.0000,5.0000,-4.3628,0,1
0x7C77ACCB,19,0x3BA16AF3,0x6D29A6EB,5,14.0000,5.0000,-4.3628,1,1
0x7C77ACCB,20,0xF33DBCB9,0x846B4EC9,3,14.0000,1.0000,-4.3771,0,0
0x7C77ACCB,21,0x2229512A,0xF33DBCB9,4,14.0000,1.0000,-4.3771,0,1
0x7C77ACCB,22,0xC1F48492,0x2229512A,5,14.0000,1.0000,-4.3771,1,1
0x7C77ACCB,23,0x44A2FFFF,0x024BE2A6,2,0.0000,0.0000,0.0000,1,1
0x7C77ACCB,24,0xCF37044A,0x7C77ACCB,1,0.0000,0.0000,0.0000,1,0
0x7C77ACCB,25,0x5E3BCF7B,0x7C77ACCB,1,0.0000,0.0000,0.0000,0,0
0x7C77ACCB,26,0xFAD780B2,0x5E3BCF7B,2,0.0000,0.0000,0.0000,0,1
0x7C77ACCB,27,0x22050798,0xFAD780B2,3,-8.5018,0.0355,12.2575,0,0
0x7C77ACCB,28,0x291F68E1,0x22050798,4,-8.5018,0.0355,12.2575,0,1
0x7C77ACCB,29,0xA2F6858D,0x291F68E1,5,-8.5018,0.0355,12.2575,0,1
0x7C77ACCB,30,0x4C07884D,0xFAD780B2,3,-8.5011,4.0393,12.2695,0,0
0x7C77ACCB,31,0x18A3628E,0x4C07884D,4,-8.5011,4.0393,12.2695,0,1
0x7C77ACCB,32,0x47DBD52E,0x18A3628E,5,-8.5011,4.0393,12.2695,0,1
0x7C77ACCB,33,0x5F86CE47,0xFAD780B2,3,-8.5023,8.0384,12.2652,0,0
0x7C77ACCB,34,0xB6E7F788,0x5F86CE47,4,-8.5023,8.0384,12.2652,0,1
0x7C77ACCB,35,0x133BCDEC,0xB6E7F788,5,-8.5023,8.0384,12.2652,0,1
0x7C77ACCB,36,0x3D845A2A,0xFAD780B2,3,-13.0435,0.0000,11.5827,0,0
0x7C77ACCB,37,0x63266BF3,0x3D845A2A,4,-13.0435,0.0000,11.5827,0,1
0x7C77ACCB,38,0xB441611B,0x63266BF3,5,-13.0435,0.0000,11.5827,0,1
0x7C77ACCB,39,0xD76DF349,0xFAD780B2,3,-13.0388,4.0157,11.5814,0,0
0x7C77ACCB,40,0x39F0837A,0xD76DF349,4,-13.0388,4.0157,11.5814,0,1
0x7C77ACCB,41,0xAAFCF582,0x39F0837A,5,-13.0388,4.0157,11.5814,0,1
0x7C77ACCB,42,0xBD6B8BC4,0xFAD780B2,3,-13.0392,7.9929,11.5945,0,0
0x7C77ACCB,43,0x97F4467D,0xBD6B8BC4,4,-13.0392,7.9929,11.5945,0,1
0x7C77ACCB,44,0x86D2E231,0x97F4467D,5,-13.0392,7.9929,11.5945,0,1
0x7C77ACCB,45,0x5768AC9B,0xFAD780B2,3,-1.0325,0.0000,13.0201,0,0
0x7C77ACCB,46,0x20D5A5AC,0x5768AC9B,4,-1.0325,0.0000,13.0201,0,1
0x7C77ACCB,47,0x06B863E8,0x20D5A5AC,5,-1.0325,0.0000,13.0201,0,1
0x7C77ACCB,48,0x3566387E,0xFAD780B2,3,-1.0409,4.0110,13.0348,0,0
0x7C77ACCB,49,0x8D2E3FB7,0x3566387E,4,-1.0409,4.0110,13.0348,0,1
0x7C77ACCB,50,0xFFB0CCD7,0x8D2E3FB7,5,-1.0409,4.0110,13.0348,0,1
0x7C77ACCB,51,0x3F77915D,0xFAD780B2,3,-1.0461,8.0125,13.0319,0,0
0x7C77ACCB,52,0x6C4F57DE,0x3F77915D,4,-1.0461,8.0125,13.0319,0,1
0x7C77ACCB,53,0xEDADDF1E,0x6C4F57DE,5,-1.0461,8.0125,13.0319,0,1
0x7C77ACCB,54,0x55757568,0xFAD780B2,3,13.5569,3.0066,9.5148,0,0
0x7C77ACCB,55,0xEA779C71,0x55757568,4,13.5569,3.0066,9.5148,0,1
0x7C77ACCB,56,0x201ED1FD,0xEA779C71,5,13.5569,3.0066,9.5148,0,1
0x7C77ACCB,57,0xDF727D0F,0xFAD780B2,3,13.5569,7.0066,9.5188,0,0
0x7C77ACCB,58,0x19098C70,0xDF727D0F,4,13.5569,7.0066,9.5188,0,1
0x7C77ACCB,59,0x4EBED574,0x19098C70,5,13.5569,7.0066,9.5188,0,1
0x7C77ACCB,60,0x8F27AA8C,0x5E3BCF7B,2,0.0000,0.0000,0.0000,1,1
0x7C77ACCB,61,0xD580875C,0xC17C2D28,3,0.0000,0.0000,0.0000,1,1
0x7C77ACCB,62,0xD9D74EB7,0x18138FD0,4,14.2248,35.3337,-12.7812,1,1
0x7C77ACCB,63,0xBDA83CA0,0x0215ABC5,4,11.3947,39.1594,-11.6555,1,1
0x7C77ACCB,64,0xBA7D3585,0x846B4EC9,3,0.0000,0.0000,0.0000,1,1
0x7C77ACCB,65,0x3A08AFD8,0x9B47BF8D,4,8.0238,27.2948,2.3337,1,1
0x7C77ACCB,66,0x71453ED8,0x846B4EC9,3,14.0000,13.0000,-4.3599,0,0
0x7C77ACCB,67,0x35103FCF,0x71453ED8,4,14.0000,13.0000,-4.3599,1,1
0x7C77ACCB,68,0xA62FE04E,0x7B430FFF,4,14.0000,9.0000,-4.3660,1,1
0x7C77ACCB,69,0x51E8906D,0x19403722,4,14.0000,5.0000,-4.3628,1,1
0x7C77ACCB,70,0xC64BB6DC,0xF33DBCB9,4,14.0000,1.0000,-4.3771,1,1
0x7C77ACCB,71,0x4FDCA56A,0xFAD780B2,3,0.0000,0.0000,0.0000,1,1
0x7C77ACCB,72,0xDE0F8A8F,0x22050798,4,-8.5018,0.0355,12.2575,0,1
0x7C77ACCB,73,0x518DB502,0xDE0F8A8F,5,-8.5018,0.0355,12.2575,1,0
0x7C77ACCB,74,0xD3953D6D,0xA2F6858D,6,-8.5018,0.0355,12.2575,1,0
