asset_hash,name,provenance,source,types
0xE1CDDE09,vz_state_alljob002_04_pristine_tinygeometry_tgr08_tgc16_0x001439f0,block-stem,ps3-VZ.WAD,model
0xE1D2881C,al_hum_prisoner,bare,aset_model_names.json,model
0xE227B3F6,vz_state_oiljob008_h_pristine_tinygeometry_tgr04_tgc20_0x00143ce2,block-stem,ps3-VZ.WAD,model
0xE2F04F3B,vz_state_pirjob007_c_destroyed_tinygeometry_tgr32_tgc27_0x00143d52,block-stem,ps3-VZ.WAD,model
0xE3609599,vz_state_chicon006_c_pristine_tinygeometry_tgr12_tgc10_0x00143ac5,block-stem,ps3-VZ.WAD,model
0xE367B485,vz_state_pirjob007_f_pristine_tinygeometry_tgr32_tgc28_0x00143d5c,block-stem,ps3-VZ.WAD,model
0xE3824E5A,vz_state_oiljob008_a_destroyed_tinygeometry_tgr27_tgc33_0x00143cca,block-stem,ps3-VZ.WAD,model
0xE3CD9D42,global_watertowerc,bare,aset_model_names.json,model
0xE47C2863,vz_state_chijob001_04_staging_tinygeometry_tgr22_tgc03_0x00143aef,block-stem,ps3-VZ.WAD,model
0xE4BFC5C2,vz_state_chijob006_d_pristine_tinygeometry_tgr30_tgc24_0x00143b6a,block-stem,ps3-VZ.WAD,model
0xE4CB6B3D,vz_state_chijob001_04_staging_tinygeometry_tgr21_tgc04_0x00143aed,block-stem,ps3-VZ.WAD,model
0xE5133554,industrial_bld_silowide,bare,aset_model_names.json,model
0xE66AA630,vz_state_gurcon005_airportdefbase_tinygeometry_tgr26_tgc36_0x00143bc2,block-stem,ps3-VZ.WAD,model
0xE76A9C03,vz_state_alljob001_04_defenses_tinygeometry_tgr21_tgc12_0x001439da,block-stem,ps3-VZ.WAD,model
0xE82D7E8E,vz_state_alljob001_04_staging_tinygeometry_tgr20_tgc12_0x001439e2,block-stem,ps3-VZ.WAD,model
0xE8E3CB03,vz_state_chicon002_depot_destroyed_tinygeometry_tgr27_tgc30_0x00143aa1,block-stem,ps3-VZ.WAD,model
0xE9A77D07,vz_state_alljob002_01_pristine_tinygeometry_tgr12_tgc18_0x001439e5,block-stem,ps3-VZ.WAD,model
0xE9BE1781,vz_state_chijob001_04_staging_tinygeometry_tgr21_tgc03_0x00143aee,block-stem,ps3-VZ.WAD,model
0xEA08D028,vz_state_oiljob011_03_pristine_tinygeometry_tgr25_tgc26_0x00143cf9,block-stem,ps3-VZ.WAD,model
0xEA0EE927,vz_state_pirjob012_09_pristine_tinygeometry_tgr20_tgc24_0x00143d86,block-stem,ps3-VZ.WAD,model
0xEA439135,vz_state_alljob010_05_staging_tinygeometry_tgr17_tgc07_0x00143a4e,block-stem,ps3-VZ.WAD,model
0xEB9E2A4E,vz_state_chijob006_d_destroyed_tinygeometry_tgr30_tgc23_0x00143b67,block-stem,ps3-VZ.WAD,model
0xEBC6AE03,vz_state_gurjob008_02_captured_tinygeometry_tgr10_tgc25_0x00143c13,block-stem,ps3-VZ.WAD,model
0xEBF39EE3,vz_state_pirjob002_03_staging_tinygeometry_tgr27_tgc23_0x00143d46,block-stem,ps3-VZ.WAD,model
0xECD2559F,vz_state_oiljob012_01_pristine_tinygeometry_tgr23_tgc35_0x00143d04,block-stem,ps3-VZ.WAD,model
0xECF5E250,vz_state_alljob001_04_pristine_tinygeometry_tgr21_tgc13_0x001439df,block-stem,ps3-VZ.WAD,model
0xED0F9FB9,vz_state_alljob010_02_staging_tinygeometry_tgr25_tgc06_0x00143a39,block-stem,ps3-VZ.WAD,model
0xED763489,vz_state_gurjob008_01_staging_tinygeometry_tgr08_tgc32_0x00143c10,block-stem,ps3-VZ.WAD,model
0xEEA6A877,vz_state_alljob005_04_staging_tinygeometry_tgr13_tgc05_0x00143a11,block-stem,ps3-VZ.WAD,model
0xEEB8C3A8,global_billboard_roof01,bare,aset_model_names.json,model
0xEFDF1967,vz_state_chicon002_bridge_pristine_tinygeometry_tgr23_tgc29_0x00143a9c,block-stem,ps3-VZ.WAD,model
0xF0B91D87,pmc_hum_helipilot,bare,character_figures.txt,model
0xF133747C,vz_state_chicon005_b_pristine_tinygeometry_tgr09_tgc15_0x00143ab6,block-stem,ps3-VZ.WAD,model
0xF22008A0,vz_state_chijob005_c_defenses_tinygeometry_tgr26_tgc10_0x00143b19,block-stem,ps3-VZ.WAD,model
0xF2F8FD07,vz_state_pirjob012_04_staging_tinygeometry_tgr17_tgc18_0x00143d70,block-stem,ps3-VZ.WAD,model
0xF3D468B7,vz_state_pirjob012_09_pristine_tinygeometry_tgr19_tgc23_0x00143d87,block-stem,ps3-VZ.WAD,model
0xF3FE633D,city_bld_storefrontc,bare,aset_model_names.json,model
0xF40DF88F,caracas_bridgegovernment01,bare,aset_model_names.json,model
0xF42F3B6A,vz_state_oiljob012_03_pristine_tinygeometry_tgr18_tgc23_0x00143d0b,block-stem,ps3-VZ.WAD,model
0xF488BB8A,vz_state_chijob006_a_pristine_tinygeometry_tgr33_tgc33_0x00143b4a,block-stem,ps3-VZ.WAD,model
0xF502D1A8,vz_state_alljob002_02_staging_tinygeometry_tgr08_tgc18_0x001439ec,block-stem,ps3-VZ.WAD,model
0xF540D397,vz_state_chijob010_04_staging_tinygeometry_tgr16_tgc21_0x00143b90,block-stem,ps3-VZ.WAD,model
0xF62BEDB5,vz_state_alljob009_04_destroyed_tinygeometry_tgr18_tgc15_0x00143a28,block-stem,ps3-VZ.WAD,model
0xF656B150,vz_state_chicon006_b_pristine_tinygeometry_tgr07_tgc14_0x00143ac1,block-stem,ps3-VZ.WAD,model
0xF668FF7A,al_hum_officer_a,bare,character_figures.txt,model
0xF6EB4060,vz_state_chicon005_b_pristine_tinygeometry_tgr09_tgc14_0x00143ab5,block-stem,ps3-VZ.WAD,model
0xF72CFF27,vz_state_alljob002_03_pristine_tinygeometry_tgr05_tgc23_0x001439ee,block-stem,ps3-VZ.WAD,model
0xF8157A99,global_barbequea,bare,aset_model_names.json,model
0xF885193C,vz_state_mer_commercialpristine_tinygeometry_tgr12_tgc29_0x00143c90,block-stem,ps3-VZ.WAD,model
0xF8F105A8,vz_state_alljob001_01_captured_tinygeometry_tgr21_tgc16_0x001439c1,block-stem,ps3-VZ.WAD,model
0xF9436ABA,vz_state_alljob009_05_pristine_tinygeometry_tgr18_tgc16_0x00143a31,block-stem,ps3-VZ.WAD,model
0xF9798013,vz_state_chijob005_a_destroyed_tinygeometry_tgr27_tgc16_0x00143b0b,block-stem,ps3-VZ.WAD,model
0xF9A88C65,vz_state_gur_fuel_junglemountains_tinygeometry_tgr07_tgc23_0x00144dff,block-stem,ps3-VZ.WAD,model
0xFA3668D5,vz_state_chicon005_b_pristine_tinygeometry_tgr10_tgc16_0x00143ab4,block-stem,ps3-VZ.WAD,model
0xFA572E52,civ_hum_beachfemale_a,bare,character_figures.txt,model
0xFB05E07D,vz_state_oiljob008_a_pristine_tinygeometry_tgr27_tgc33_0x00143ccc,block-stem,ps3-VZ.WAD,model
0xFC0C6D32,vz_state_chijob006_a_pristine_tinygeometry_tgr33_tgc32_0x00143b4b,block-stem,ps3-VZ.WAD,model
0xFCA2F508,vz_state_solbunkerbase_pmccon004_tinygeometry_tgr09_tgc05_0x00143dbb,block-stem,ps3-VZ.WAD,model
0xFD330634,vz_state_alljob010_02_pristine_tinygeometry_tgr26_tgc07_0x00143a37,block-stem,ps3-VZ.WAD,model
0xFD7357AE,vz_state_alljob001_03_pristine_tinygeometry_tgr29_tgc14_0x001439ce,block-stem,ps3-VZ.WAD,model
0xFDC4FEC0,vz_state_chijob006_d_destroyed_tinygeometry_tgr30_tgc24_0x00143b68,block-stem,ps3-VZ.WAD,model
0xFDECBC9A,vzoutpost_wallb,bare,aset_model_names.json,model
0xFDF5A121,vzoutpost_bld_pillboxabandoned,bare,aset_model_names.json,model
0xFDF6E3BA,vz_state_gurjob011_07_destroyed_tinygeometry_tgr10_tgc23_0x00143c27,block-stem,ps3-VZ.WAD,model
0xFE780672,vz_state_chijob010_03_staging_tinygeometry_tgr25_tgc19_0x00143b88,block-stem,ps3-VZ.WAD,model
0xFE9456DB,vz_state_pirjob002_03_pristine_tinygeometry_tgr26_tgc24_0x00143d41,block-stem,ps3-VZ.WAD,model
0xFF7ABB3B,jungle_env_largecanopy01,bare,aset_model_names.json,model
0xFF8BDCB7,vz_state_alljob009_04_pristine_tinygeometry_tgr18_tgc15_0x00143a2a,block-stem,ps3-VZ.WAD,model
0xFFAFF347,shell_base,block-stem,Mercenaries 2 Preview X360 (Jul 11 2008).iso,layer
0xFFB6137C,vz_state_pirjob002_03_staging_tinygeometry_tgr26_tgc24_0x00143d43,block-stem,ps3-VZ.WAD,model
